Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa),SO2,NO,NO2,NOx,CO,O3,PM25
15.8,13.8,88.0,29.0,13.0,100.41,0,0,1,1,0.1,9,4
14.9,13.1,89.0,28.0,4.0,100.45,0,0,1,1,0.1,7,3
15.3,13.2,87.0,29.0,8.0,100.53,0,0,1,1,0.11,7,2
16.5,14.2,86.0,28.0,6.0,100.62,0,1,1,1,0.11,8,3
17.7,13.3,76.0,34.0,7.0,100.69,0,1,1,3,0.11,11,4
18.5,12.8,70.0,2.0,6.0,100.69,0,1,1,2,0.11,15,3
19.8,13.3,66.0,8.0,5.0,100.72,0,1,1,2,0.12,18,3
21.1,13.2,60.0,23.0,2.0,100.77,0,0,1,2,0.11,24,3
21.9,12.6,56.0,10.0,3.0,100.78,0,0,1,2,0.11,28,7
21.7,12.4,56.0,17.0,6.0,100.81,0,1,2,3,0.12,28,7
22.2,9.6,45.0,21.0,7.0,100.81,0,0,2,2,0.12,31,4
22.3,12.4,53.0,24.0,7.0,100.8,0,0,2,2,0.12,29,5
22.7,13.9,58.0,24.0,4.0,100.79,0,0,2,2,0.12,25,2
22.1,12.4,54.0,25.0,3.0,100.78,0,0,2,3,0.12,23,2
21.3,14.2,64.0,20.0,12.0,100.76,0,0,3,3,0.14,23,3
21.3,14.8,66.0,18.0,7.0,100.77,0,0,3,3,0.14,22,3
20.6,14.3,67.0,20.0,9.0,100.77,0,0,3,4,0.14,18,3
19.4,14.9,75.0,20.0,8.0,100.79,0,0,4,5,0.15,15,3
18.8,15.7,82.0,19.0,6.0,100.87,0,0,6,6,0.18,12,3
19.3,15.4,78.0,20.0,9.0,100.91,0,0,5,6,0.16,11,3
19.4,15.3,77.0,24.0,5.0,100.91,0,0,4,4,0.15,12,3
18.8,15.6,82.0,18.0,4.0,100.88,0,0,4,4,0.16,12,4
18.8,15.4,81.0,21.0,7.0,100.87,0,0,4,4,0.14,10,4
18.6,15.3,81.0,21.0,5.0,100.88,0,0,4,4,0.14,10,4
18.3,15.4,83.0,23.0,5.0,100.87,0,0,2,2,0.13,10,4
18.6,15.1,80.0,27.0,8.0,100.89,0,0,2,2,0.13,9,4
18.7,15.2,80.0,26.0,7.0,100.93,0,0,2,2,0.13,8,3
18.5,15.6,83.0,27.0,9.0,100.98,0,2,2,4,0.14,9,3
19.7,14.8,73.0,25.0,9.0,101.03,0,1,2,3,0.17,14,4
20.1,14.7,71.0,27.0,9.0,101.04,0,1,2,3,0.12,16,5
21.6,14.5,64.0,21.0,3.0,100.99,0,1,1,2,0.12,21,6
22.7,12.8,54.0,25.0,12.0,100.98,0,0,1,2,0.11,23,6
23.5,13.4,53.0,27.0,15.0,101.03,0,1,1,2,0.12,25,5
24.3,13.2,50.0,28.0,12.0,100.95,0,0,1,1,0.11,29,8
25.1,14.1,51.0,22.0,12.0,100.88,0,0,1,2,0.12,30,9
25.2,11.5,42.0,19.0,15.0,100.85,0,0,1,2,0.12,32,8
25.5,11.8,42.0,18.0,15.0,100.83,0,1,2,3,0.12,33,8
25.3,12.3,44.0,20.0,16.0,100.76,0,0,2,2,0.12,33,7
25.3,9.0,36.0,22.0,17.0,100.74,0,1,2,3,0.13,36,8
24.6,11.7,44.0,21.0,13.0,100.74,0,0,3,3,0.13,37,6
23.5,13.9,55.0,20.0,18.0,100.69,0,0,3,3,0.14,40,2
22.0,14.1,61.0,19.0,11.0,100.64,0,0,5,5,0.15,38,3
21.8,13.8,60.0,17.0,11.0,100.62,0,0,4,4,0.14,38,5
21.4,13.5,61.0,18.0,16.0,100.59,0,0,3,3,0.13,40,7
21.1,13.3,61.0,18.0,15.0,100.48,0,0,3,3,0.14,40,6
20.3,14.4,69.0,16.0,10.0,100.41,0,0,3,3,0.14,35,4
18.1,15.4,84.0,11.0,15.0,100.24,0,0,3,3,0.13,31,2
18.2,15.9,87.0,8.0,3.0,100.19,0,0,3,3,0.14,26,4
17.1,15.5,91.0,4.0,5.0,100.14,9999,9999,9999,9999,9999.0,9999,5
17.3,15.3,88.0,16.0,3.0,100.12,0,1,5,6,0.15,24,5
19.0,16.5,85.0,22.0,6.0,100.08,0,2,11,13,0.22,13,4
21.3,17.5,79.0,21.0,17.0,100.08,0,2,10,12,0.2,26,4
23.1,18.9,77.0,20.0,19.0,100.06,0,1,8,9,0.2,33,4
24.8,19.4,72.0,23.0,18.0,100.06,0,1,5,5,0.17,38,4
26.1,19.3,66.0,24.0,19.0,100.05,0,1,4,5,0.17,38,5
26.5,17.9,59.0,24.0,28.0,100.02,0,1,3,4,0.16,40,6
26.7,18.4,60.0,27.0,24.0,100.0,0,1,3,4,0.14,40,5
27.9,16.5,50.0,28.0,25.0,99.99,0,1,2,2,0.13,40,4
26.8,16.1,52.0,28.0,28.0,100.02,0,1,2,3,0.13,39,6
27.7,15.7,48.0,29.0,24.0,100.04,0,1,2,3,0.14,38,9
27.7,14.6,45.0,29.0,24.0,100.03,0,1,2,3,0.15,39,9
27.6,13.3,42.0,29.0,26.0,100.07,0,0,2,2,0.14,38,10
26.8,13.9,45.0,31.0,22.0,100.11,0,0,2,2,0.14,36,10
26.6,12.2,41.0,30.0,19.0,100.16,0,0,1,2,0.13,32,7
23.6,13.9,55.0,35.0,21.0,100.27,0,0,1,2,0.13,29,4
21.4,12.9,58.0,35.0,17.0,100.39,0,0,2,2,0.13,28,4
20.9,12.9,60.0,34.0,17.0,100.48,0,0,1,1,0.12,27,4
19.9,11.4,58.0,34.0,22.0,100.62,0,0,1,1,0.11,25,5
18.8,10.5,58.0,33.0,15.0,100.72,0,0,1,1,0.1,24,5
18.2,9.0,55.0,34.0,19.0,100.74,0,0,1,1,0.1,23,5
17.4,9.2,59.0,32.0,16.0,100.79,0,0,1,1,0.09,21,6
16.2,9.1,63.0,33.0,10.0,100.85,0,0,1,1,0.1,20,4
14.5,9.3,71.0,32.0,4.0,100.86,0,0,1,2,0.1,19,2
13.2,9.5,78.0,32.0,3.0,100.87,0,0,2,2,0.09,18,3
13.0,9.6,80.0,28.0,4.0,100.93,0,1,4,5,0.14,16,4
15.6,10.8,73.0,27.0,9.0,100.99,0,2,4,6,0.12,16,3
17.2,11.1,67.0,27.0,9.0,101.02,0,2,3,5,0.13,17,2
17.9,11.1,64.0,26.0,14.0,101.05,0,1,2,3,0.12,18,2
19.8,11.4,59.0,30.0,11.0,101.07,0,1,1,2,0.1,18,2
20.1,9.6,51.0,29.0,17.0,101.08,0,1,1,2,0.11,18,3
19.5,9.9,54.0,33.0,15.0,101.1,0,1,1,2,0.1,18,3
21.5,9.6,47.0,29.0,20.0,101.08,0,1,2,2,0.1,18,3
20.6,10.4,52.0,31.0,17.0,101.08,0,1,1,3,0.12,18,2
21.3,10.0,49.0,30.0,17.0,101.06,0,1,1,2,0.11,19,3
21.8,9.7,46.0,29.0,17.0,101.04,0,1,1,2,0.12,19,2
21.3,9.4,47.0,29.0,17.0,101.03,0,1,2,3,0.11,19,4
22.2,9.3,44.0,30.0,17.0,101.02,0,1,1,2,0.1,19,3
22.1,8.2,41.0,29.0,14.0,101.04,0,0,2,2,0.1,18,4
20.7,9.5,49.0,29.0,10.0,101.04,0,0,3,3,0.11,17,3
19.2,9.7,54.0,31.0,8.0,101.07,0,0,8,8,0.15,13,2
17.0,10.2,64.0,27.0,5.0,101.13,0,0,6,6,0.15,14,2
16.0,11.2,73.0,26.0,4.0,101.16,0,0,4,5,0.14,12,2
15.9,10.6,71.0,29.0,3.0,101.18,0,0,3,3,0.13,11,2
13.4,10.7,84.0,26.0,4.0,101.18,0,0,2,2,0.11,13,2
13.0,11.1,88.0,24.0,3.0,101.23,0,0,3,3,0.12,12,3
12.9,10.4,85.0,23.0,2.0,101.19,0,0,3,3,0.11,13,2
12.1,10.4,90.0,27.0,4.0,101.26,0,0,3,3,0.11,13,2
14.8,11.4,80.0,27.0,11.0,101.3,0,0,4,4,0.11,12,2
14.8,12.1,84.0,27.0,10.0,101.28,0,1,4,5,0.13,11,3
15.5,12.5,82.0,27.0,12.0,101.31,0,3,6,9,0.15,10,3
16.8,12.5,76.0,27.0,15.0,101.34,0,2,5,7,0.16,14,3
18.8,12.6,67.0,27.0,13.0,101.36,0,1,3,4,0.14,18,4
20.2,12.9,63.0,26.0,12.0,101.32,0,2,3,5,0.14,20,3
21.7,13.6,60.0,25.0,10.0,101.31,0,1,2,3,0.14,23,4
23.3,14.1,56.0,27.0,13.0,101.27,0,1,2,3,0.14,24,5
24.1,11.9,46.0,25.0,14.0,101.23,0,1,2,2,0.13,25,8
24.5,10.6,42.0,25.0,16.0,101.19,0,1,2,3,0.15,27,8
25.4,11.7,42.0,28.0,14.0,101.11,0,1,2,2,0.14,26,4
25.8,12.1,42.0,27.0,13.0,101.07,0,1,2,3,0.13,25,2
26.2,12.0,41.0,28.0,13.0,101.02,0,1,2,2,0.13,25,3
26.2,10.9,38.0,27.0,15.0,100.96,0,1,2,3,0.13,24,3
26.0,11.9,42.0,30.0,11.0,100.92,0,0,2,2,0.13,24,4
24.7,12.6,47.0,32.0,8.0,100.92,0,0,4,4,0.14,23,5
20.9,13.5,63.0,33.0,3.0,100.88,0,1,8,9,0.18,19,6
20.1,13.3,65.0,18.0,9.0,100.93,0,1,11,12,0.22,15,5
20.9,12.8,60.0,23.0,10.0,100.95,0,0,9,10,0.15,15,3
18.6,12.9,69.0,20.0,11.0,100.88,0,0,6,6,0.14,19,4
17.0,12.7,76.0,18.0,10.0,100.85,0,0,5,5,0.12,19,3
17.2,12.6,74.0,21.0,10.0,100.87,0,0,5,6,0.12,17,2
16.2,12.4,78.0,20.0,9.0,100.91,0,0,6,6,0.13,16,2
15.3,12.3,83.0,19.0,11.0,100.88,0,0,5,5,0.13,15,2
15.0,12.5,85.0,21.0,12.0,100.9,0,0,7,7,0.13,13,3
15.0,12.4,84.0,21.0,12.0,100.9,0,1,6,7,0.15,14,4
16.7,13.2,80.0,20.0,9.0,100.91,0,3,8,11,0.2,14,4
18.6,13.5,72.0,18.0,11.0,100.85,0,9,14,24,0.28,11,4
20.8,14.0,65.0,18.0,10.0,100.82,0,6,10,16,0.24,19,5
23.3,15.0,60.0,18.0,10.0,100.78,0,2,6,8,0.19,31,5
25.3,15.9,56.0,20.0,12.0,100.69,0,1,4,5,0.18,41,5
27.3,16.1,51.0,20.0,21.0,100.6,0,1,4,5,0.18,44,6
28.8,14.6,42.0,22.0,22.0,100.54,0,1,4,5,0.17,47,8
29.8,15.7,43.0,20.0,24.0,100.44,0,1,4,5,0.18,47,8
30.8,16.1,41.0,21.0,22.0,100.32,0,1,4,5,0.19,50,9
30.5,16.4,43.0,21.0,25.0,100.26,0,1,5,6,0.2,53,9
30.0,17.6,47.0,20.0,25.0,100.17,0,0,4,4,0.18,59,7
29.3,17.1,48.0,19.0,23.0,100.11,0,0,4,5,0.17,55,8
28.0,15.7,47.0,20.0,22.0,100.1,0,0,4,5,0.16,54,10
26.9,15.3,49.0,19.0,19.0,100.04,0,0,5,5,0.17,56,11
25.7,14.4,50.0,20.0,14.0,99.96,0,0,4,4,0.16,57,11
25.6,13.5,47.0,20.0,14.0,99.96,0,0,5,5,0.16,57,11
24.6,13.9,51.0,21.0,13.0,99.89,0,0,5,5,0.15,56,11
25.5,14.3,50.0,21.0,15.0,99.83,0,0,5,5,0.17,56,10
25.9,16.5,56.0,22.0,15.0,99.79,0,0,5,5,0.16,55,7
25.0,17.2,62.0,21.0,18.0,99.72,0,0,3,3,0.16,53,8
24.9,18.2,66.0,21.0,17.0,99.65,0,0,3,3,0.17,51,8
23.1,18.6,76.0,20.0,15.0,99.6,0,0,3,3,0.17,48,9
24.1,19.2,74.0,22.0,9.0,99.65,0,0,3,3,0.16,44,9
24.3,19.3,74.0,25.0,11.0,99.7,0,0,3,4,0.16,39,7
24.1,19.3,75.0,26.0,12.0,99.7,0,0,3,4,0.15,36,6
24.4,19.2,73.0,26.0,15.0,99.75,0,1,3,4,0.15,34,6
24.9,19.4,72.0,27.0,18.0,99.75,0,1,3,4,0.15,33,5
26.3,20.1,69.0,27.0,19.0,99.77,0,1,2,3,0.14,34,5
27.1,19.4,63.0,26.0,17.0,99.76,0,1,2,3,0.14,36,5
28.1,19.7,60.0,27.0,20.0,99.77,0,1,2,3,0.14,39,5
29.4,17.7,50.0,28.0,20.0,99.72,0,1,2,3,0.14,41,5
30.7,17.3,45.0,28.0,13.0,99.71,0,1,2,3,0.15,41,6
31.3,15.2,38.0,28.0,20.0,99.68,0,1,2,3,0.2,41,8
32.1,16.2,39.0,27.0,17.0,99.6,0,1,2,3,0.16,39,7
31.9,16.0,38.0,28.0,21.0,99.56,0,0,2,3,0.17,37,7
31.1,15.4,39.0,29.0,21.0,99.53,0,1,3,4,0.17,34,7
30.1,16.2,43.0,30.0,10.0,99.54,0,0,3,3,0.15,33,4
27.4,15.0,47.0,28.0,22.0,99.71,0,0,2,3,0.13,34,5
22.9,16.9,69.0,26.0,31.0,99.8,0,0,2,3,0.13,33,5
22.5,16.4,68.0,28.0,15.0,99.79,0,1,3,3,0.13,31,4
21.6,16.6,73.0,30.0,9.0,99.77,0,0,3,3,0.13,29,4
21.6,16.8,74.0,27.0,13.0,99.76,0,1,3,4,0.15,28,5
21.4,17.2,77.0,27.0,16.0,99.78,0,0,2,2,0.13,27,5
21.0,17.1,79.0,27.0,9.0,99.78,0,0,2,3,0.12,26,5
20.7,17.3,81.0,28.0,8.0,99.78,0,0,2,2,0.13,24,5
20.3,17.1,82.0,27.0,12.0,99.85,0,0,2,2,0.13,21,5
19.6,16.9,85.0,27.0,9.0,99.9,0,0,2,2,0.13,18,5
19.4,17.1,87.0,28.0,17.0,99.91,0,0,1,2,0.13,16,6
20.0,17.2,84.0,28.0,13.0,99.93,0,0,2,2,0.14,17,6
21.2,17.3,79.0,28.0,16.0,99.92,0,1,2,2,0.15,18,6
22.3,17.8,76.0,28.0,12.0,99.94,0,0,1,2,0.15,21,5
23.7,18.4,72.0,27.0,13.0,99.97,0,0,1,2,0.17,26,5
24.7,18.1,67.0,25.0,13.0,99.96,0,1,2,2,0.16,26,5
26.6,17.4,57.0,30.0,21.0,99.94,0,1,1,2,0.16,24,5
27.1,17.5,56.0,28.0,21.0,99.97,0,1,1,2,0.17,24,7
27.7,17.3,53.0,33.0,20.0,100.0,0,0,1,1,0.15,26,8
26.5,16.9,56.0,34.0,25.0,99.98,0,1,1,2,0.16,25,8
25.2,16.1,57.0,33.0,19.0,100.08,0,0,1,2,0.16,24,7
26.1,17.2,58.0,34.0,18.0,100.14,0,0,1,1,0.2,25,5
26.4,16.7,55.0,30.0,13.0,100.19,0,0,1,2,0.15,26,6
26.2,16.2,54.0,34.0,13.0,100.19,0,0,1,2,0.15,25,6
25.4,15.6,54.0,31.0,14.0,100.23,0,0,2,2,0.19,22,6
24.3,14.6,55.0,32.0,16.0,100.32,0,0,2,2,0.16,21,7
23.2,13.7,55.0,34.0,14.0,100.36,0,0,2,2,0.17,21,7
21.6,13.8,61.0,32.0,9.0,100.43,0,0,2,2,0.16,21,6
21.3,13.3,60.0,34.0,12.0,100.48,0,0,2,2,0.16,21,6
19.5,12.9,66.0,31.0,6.0,100.53,0,0,2,2,0.16,20,5
17.6,12.8,73.0,30.0,6.0,100.56,0,0,2,2,0.15,21,6
15.3,12.1,81.0,27.0,3.0,100.6,0,0,2,2,0.16,19,6
14.0,11.5,85.0,12.0,1.0,100.62,0,0,2,2,0.15,18,4
13.6,11.0,84.0,6.0,6.0,100.65,0,0,2,2,0.15,18,4
13.7,11.5,86.0,28.0,9.0,100.71,0,0,1,2,0.16,16,5
16.5,12.3,76.0,36.0,4.0,100.77,0,0,1,1,0.15,17,4
18.3,12.5,69.0,35.0,6.0,100.81,0,0,1,2,0.15,19,4
20.0,12.4,62.0,35.0,5.0,100.81,0,0,1,1,0.15,22,3
20.6,12.5,60.0,9.0,3.0,100.78,0,1,1,2,0.15,23,4
21.5,11.3,52.0,7.0,3.0,100.77,0,0,1,1,0.15,26,5
22.9,11.1,47.0,29.0,9.0,100.75,0,0,1,1,0.15,26,7
23.8,12.0,48.0,33.0,3.0,100.66,0,0,1,1,0.15,27,5
24.4,11.7,45.0,32.0,7.0,100.61,0,0,1,1,0.14,29,5
25.3,12.0,44.0,28.0,6.0,100.54,0,0,1,2,0.15,33,5
25.9,11.2,40.0,32.0,7.0,100.49,0,0,1,1,0.15,34,4
25.5,12.1,43.0,35.0,7.0,100.49,0,0,2,2,0.18,32,6
25.7,11.9,42.0,30.0,4.0,100.46,0,0,2,2,0.17,30,5
25.2,11.8,43.0,,0.0,100.46,0,0,3,3,0.18,28,5
24.2,14.6,55.0,30.0,3.0,100.46,0,0,4,4,0.18,30,4
24.1,13.4,51.0,12.0,6.0,100.42,0,0,9,9,0.2,26,3
22.2,14.8,63.0,17.0,6.0,100.44,0,0,7,7,0.2,26,3
20.7,13.9,65.0,15.0,8.0,100.39,0,1,10,10,0.21,21,4
20.5,14.4,68.0,13.0,1.0,100.36,0,0,7,7,0.18,21,3
20.0,14.2,69.0,9.0,1.0,100.31,0,0,5,5,0.17,23,4
19.4,13.9,71.0,15.0,7.0,100.25,0,0,8,9,0.16,19,6
20.2,14.1,68.0,10.0,7.0,100.23,0,0,10,10,0.18,16,7
20.5,14.1,67.0,9.0,6.0,100.17,9999,9999,9999,9999,9999.0,9999,6
20.1,14.4,70.0,6.0,4.0,100.16,0,0,6,6,0.16,16,4
19.8,14.4,71.0,11.0,7.0,100.1,0,1,8,9,0.18,12,4
19.6,15.6,78.0,4.0,5.0,100.15,0,2,11,13,0.21,9,4
18.2,16.3,89.0,12.0,11.0,100.02,0,8,15,23,0.24,6,3
19.2,17.2,88.0,15.0,9.0,100.0,0,6,10,16,0.23,9,3
21.1,17.7,81.0,17.0,13.0,99.92,0,4,8,12,0.22,14,3
22.0,19.3,85.0,13.0,6.0,99.9,0,3,10,12,0.22,16,3
23.1,20.2,84.0,17.0,11.0,99.85,0,5,11,16,0.24,13,3
25.2,21.3,79.0,20.0,14.0,99.77,0,1,7,8,0.2,30,3
25.6,21.1,76.0,20.0,15.0,99.66,0,1,6,7,0.19,35,4
26.4,21.0,72.0,22.0,19.0,99.66,0,1,5,6,0.19,35,5
26.7,21.2,72.0,23.0,15.0,99.66,0,1,5,6,0.18,38,6
27.1,21.6,72.0,20.0,16.0,99.62,0,1,4,5,0.17,38,5
27.3,21.1,69.0,19.0,18.0,99.53,0,0,3,3,0.14,38,4
25.5,18.5,65.0,4.0,13.0,99.56,0,1,6,7,0.17,33,6
24.5,19.0,71.0,10.0,8.0,99.59,0,0,11,12,0.21,24,4
22.5,18.8,80.0,7.0,5.0,99.67,0,1,15,15,0.26,16,3
24.5,17.5,65.0,26.0,10.0,99.7,0,0,9,9,0.22,19,3
24.7,15.9,58.0,26.0,12.0,99.74,0,0,4,4,0.14,25,4
23.8,15.9,61.0,26.0,12.0,99.77,0,0,2,2,0.12,27,5
23.0,15.0,61.0,28.0,13.0,99.77,0,0,2,2,0.12,25,4
22.0,15.3,66.0,26.0,11.0,99.76,0,0,1,2,0.11,25,4
21.3,15.2,68.0,27.0,12.0,99.8,0,0,2,2,0.12,24,4
20.7,16.1,75.0,26.0,9.0,99.84,0,0,3,3,0.13,22,3
20.0,15.8,77.0,27.0,7.0,99.92,0,0,2,3,0.12,20,3
20.0,16.0,78.0,27.0,11.0,99.97,0,1,3,4,0.14,17,3
20.4,16.6,79.0,28.0,11.0,100.03,0,1,3,4,0.15,15,2
21.5,17.0,76.0,28.0,12.0,100.09,0,1,2,3,0.16,14,2
22.4,16.9,71.0,31.0,16.0,100.13,0,1,1,2,0.14,17,2
22.8,15.7,64.0,27.0,16.0,100.17,0,1,2,3,0.14,18,2
23.9,16.1,62.0,28.0,16.0,100.19,0,1,2,2,0.14,20,2
,,,,,,0,1,2,3,0.16,22,2
,,,,,,0,0,1,2,0.15,23,2
,,,,,,0,1,2,3,0.25,22,3
27.8,16.6,50.0,27.0,16.0,100.18,0,1,2,3,0.22,22,3
28.5,15.8,46.0,30.0,16.0,100.15,0,1,2,3,0.19,23,3
28.1,14.0,42.0,30.0,18.0,100.14,0,1,2,3,0.15,25,4
28.4,14.2,42.0,30.0,16.0,100.14,0,0,2,2,0.17,26,4
28.3,14.2,42.0,28.0,14.0,100.13,0,1,2,3,0.17,25,4
27.3,14.2,45.0,28.0,8.0,100.16,0,0,4,4,0.17,23,5
23.5,15.6,61.0,25.0,3.0,100.16,0,0,6,7,0.21,20,6
21.1,16.2,74.0,23.0,5.0,100.21,0,0,10,10,0.25,13,3
20.5,15.6,73.0,21.0,6.0,100.2,0,0,13,13,0.33,7,3
19.4,15.4,77.0,20.0,9.0,100.21,0,1,13,14,0.37,3,3
20.5,14.9,70.0,23.0,8.0,100.21,0,1,9,10,0.29,4,3
21.5,14.6,65.0,25.0,11.0,100.21,0,0,5,6,0.16,11,4
19.7,15.2,76.0,27.0,3.0,100.22,0,0,3,3,0.14,15,7
18.8,15.3,80.0,25.0,5.0,100.21,0,0,3,3,0.14,13,7
17.0,14.8,87.0,20.0,6.0,100.22,0,0,3,4,0.14,13,6
16.4,14.5,88.0,20.0,8.0,100.22,0,1,5,5,0.15,12,6
19.0,15.9,83.0,19.0,6.0,100.24,0,2,7,9,0.16,13,6
20.8,16.1,74.0,21.0,8.0,100.27,0,3,6,9,0.17,16,7
23.0,15.8,64.0,24.0,13.0,100.29,0,2,4,5,0.17,22,7
24.7,15.9,58.0,25.0,13.0,100.26,0,1,3,4,0.18,25,6
25.9,17.2,59.0,26.0,15.0,100.25,0,1,2,3,0.15,28,5
27.1,16.8,53.0,28.0,12.0,100.22,0,0,2,2,0.14,29,5
28.6,17.3,50.0,28.0,17.0,100.18,0,1,2,3,0.15,29,5
28.7,16.7,48.0,27.0,9.0,100.12,0,1,3,4,0.16,26,5
28.4,18.1,54.0,33.0,13.0,100.09,0,1,3,4,0.16,26,4
29.1,17.5,50.0,29.0,9.0,100.08,0,1,3,3,0.16,28,5
29.6,17.0,47.0,24.0,4.0,100.02,0,0,2,3,0.15,30,6
30.1,17.2,46.0,32.0,3.0,99.95,0,0,3,3,0.16,30,5
29.3,17.9,50.0,32.0,10.0,99.99,0,1,3,3,0.18,27,5
28.1,17.3,52.0,35.0,5.0,100.01,0,0,3,3,0.17,27,5
22.7,19.9,84.0,17.0,11.0,100.1,0,1,6,7,0.18,28,5
21.5,19.0,86.0,21.0,8.0,100.08,0,0,4,4,0.16,32,4
20.7,18.8,89.0,19.0,6.0,100.07,0,0,5,5,0.17,29,4
20.0,18.5,91.0,29.0,3.0,100.1,0,0,3,3,0.17,17,4
22.2,18.3,79.0,36.0,6.0,100.14,0,0,2,2,0.16,14,5
21.4,17.9,81.0,1.0,7.0,100.15,0,0,1,2,0.13,13,6
21.4,17.0,76.0,36.0,8.0,100.17,0,0,1,1,0.13,13,7
21.2,16.5,75.0,36.0,8.0,100.19,0,0,1,2,0.13,12,6
20.7,15.9,74.0,35.0,8.0,100.23,0,0,1,2,0.12,12,6
20.5,15.5,73.0,36.0,9.0,100.25,0,0,2,2,0.14,11,5
20.4,15.3,73.0,36.0,6.0,100.28,0,1,5,6,0.15,11,5
21.0,15.5,71.0,36.0,3.0,100.31,0,2,5,7,0.16,12,5
21.3,15.6,70.0,1.0,4.0,100.31,0,2,5,6,0.16,13,5
21.5,16.2,72.0,34.0,11.0,100.36,0,2,3,5,0.27,15,4
22.6,14.7,61.0,33.0,7.0,100.35,0,4,5,9,0.16,17,4
23.9,14.8,57.0,33.0,6.0,100.34,0,1,2,3,0.14,26,5
25.2,15.7,55.0,29.0,6.0,100.32,0,1,1,2,0.14,24,5
25.9,15.1,51.0,29.0,9.0,100.27,0,1,1,2,0.14,24,4
26.6,15.4,50.0,33.0,6.0,100.24,0,0,1,2,0.13,23,4
26.1,14.8,50.0,35.0,10.0,100.2,0,0,2,2,0.14,22,3
26.7,15.6,51.0,31.0,5.0,100.19,0,1,1,2,0.13,22,4
27.1,13.9,44.0,29.0,6.0,100.21,0,0,1,2,0.12,21,4
26.3,14.1,47.0,33.0,10.0,100.22,0,0,1,1,0.12,21,5
24.9,14.1,51.0,34.0,6.0,100.24,0,0,3,3,0.16,19,5
22.3,16.4,69.0,34.0,6.0,100.26,0,0,8,8,0.23,12,4
20.5,15.6,73.0,0.0,1.0,100.29,0,0,8,8,0.24,8,2
19.0,15.4,80.0,33.0,3.0,100.3,0,0,3,4,0.17,11,2
20.5,14.7,69.0,35.0,15.0,100.34,0,0,2,2,0.14,14,5
19.8,13.7,68.0,36.0,11.0,100.38,0,0,1,1,0.12,17,8
18.8,13.2,70.0,36.0,10.0,100.37,0,0,1,1,0.11,17,8
18.7,12.9,69.0,36.0,11.0,100.41,0,0,1,1,0.11,18,7
17.9,12.6,71.0,35.0,14.0,100.42,0,0,1,1,0.11,17,6
17.1,12.5,75.0,36.0,12.0,100.44,0,0,1,1,0.1,16,5
16.2,12.6,79.0,36.0,10.0,100.45,0,0,2,2,0.11,14,4
17.0,13.1,78.0,35.0,11.0,100.49,0,1,2,3,0.12,13,4
17.7,13.1,74.0,36.0,13.0,100.53,0,1,2,3,0.12,14,3
19.3,14.0,72.0,36.0,9.0,100.55,0,1,2,3,0.11,16,3
20.6,12.9,61.0,33.0,8.0,100.53,0,1,1,2,0.11,18,3
21.7,13.1,58.0,35.0,8.0,100.56,0,1,1,2,0.11,18,3
22.7,12.9,54.0,36.0,14.0,100.57,0,1,1,2,0.12,19,3
22.9,11.6,49.0,2.0,15.0,100.53,0,0,1,1,0.11,21,3
23.7,12.5,49.0,1.0,12.0,100.51,0,1,1,2,0.11,20,4
23.5,12.2,49.0,36.0,14.0,100.52,0,1,1,1,0.11,19,3
23.5,12.2,49.0,34.0,14.0,100.52,0,0,1,1,0.11,18,3
24.1,12.3,47.0,33.0,15.0,100.53,0,1,1,2,0.11,18,4
23.3,12.2,50.0,34.0,19.0,100.54,0,0,1,2,0.12,19,4
22.6,11.3,49.0,36.0,21.0,100.56,0,0,1,2,0.11,19,4
21.8,10.9,50.0,33.0,18.0,100.61,0,0,2,2,0.12,18,4
20.3,12.0,59.0,36.0,10.0,100.66,0,0,2,3,0.13,17,4
19.3,11.5,60.0,35.0,10.0,100.69,0,0,3,3,0.14,16,3
18.1,11.7,66.0,35.0,9.0,100.73,0,0,3,3,0.14,16,3
16.7,12.0,74.0,35.0,8.0,100.76,0,0,3,3,0.16,14,3
15.8,11.9,78.0,33.0,7.0,100.76,0,0,2,2,0.14,14,2
15.1,12.1,83.0,34.0,8.0,100.77,0,0,2,2,0.13,12,2
15.6,12.1,80.0,1.0,7.0,100.77,0,0,2,2,0.14,11,2
14.9,12.2,84.0,1.0,10.0,100.79,0,0,2,2,0.13,10,2
14.8,12.3,85.0,1.0,7.0,100.79,0,0,1,2,0.12,10,2
15.0,12.7,86.0,36.0,8.0,100.82,0,0,1,1,0.13,10,3
16.0,13.1,83.0,36.0,6.0,100.9,0,0,1,2,0.13,10,2
17.4,13.1,76.0,1.0,13.0,100.94,0,1,2,3,0.13,11,2
18.9,13.2,69.0,2.0,11.0,100.95,0,1,1,2,0.12,16,2
21.2,12.7,59.0,6.0,5.0,100.95,0,0,1,1,0.12,20,2
22.0,11.6,52.0,3.0,8.0,100.97,0,0,1,1,0.11,23,4
23.2,9.5,42.0,3.0,10.0,100.94,0,0,1,1,0.11,25,6
24.1,10.0,41.0,7.0,10.0,100.89,0,0,1,1,0.11,27,5
24.3,9.7,40.0,4.0,8.0,100.9,0,0,1,1,0.11,30,4
25.4,8.9,35.0,3.0,9.0,100.85,0,0,1,1,0.11,30,4
