Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa),SO2,NO,NO2,NOx,CO,O3,PM25
-7.0,-13.8,58.0,22.0,18.0,100.17,1,1,9,10,0.18,27,8
-6.8,-13.5,59.0,22.0,16.0,100.11,1,1,9,10,0.18,26,8
-6.9,-13.7,58.0,23.0,20.0,100.1,0,1,8,9,0.19,27,7
-7.1,-13.6,60.0,23.0,16.0,100.05,0,1,8,9,0.18,27,6
-7.1,-13.4,61.0,23.0,16.0,100.01,0,1,7,8,0.17,28,5
-6.9,-13.4,60.0,22.0,23.0,99.98,0,1,7,8,0.17,27,6
-6.5,-13.4,58.0,21.0,20.0,99.94,1,1,8,9,0.19,25,6
-6.5,-13.3,58.0,20.0,29.0,99.94,1,1,8,9,0.19,24,7
-6.3,-13.3,58.0,21.0,20.0,99.89,1,2,9,10,0.2,23,7
-5.4,-12.1,59.0,21.0,23.0,99.88,1,2,8,9,0.19,24,7
-4.5,-11.3,59.0,21.0,28.0,99.82,0,2,7,9,0.19,25,7
-4.1,-11.0,59.0,22.0,25.0,99.73,1,2,7,9,0.17,24,7
-3.5,-10.5,59.0,22.0,25.0,99.64,0,2,8,10,0.18,23,7
-3.4,-10.4,59.0,23.0,26.0,99.58,0,2,6,8,0.17,23,7
-3.2,-10.1,59.0,23.0,22.0,99.53,0,2,7,9,0.17,23,7
-3.0,-9.5,61.0,23.0,22.0,99.51,0,2,8,10,0.18,22,7
-4.3,-7.4,79.0,22.0,19.0,99.57,0,2,9,11,0.19,20,9
-4.0,-7.9,74.0,22.0,16.0,99.58,0,1,9,11,0.17,20,9
-3.9,-9.2,67.0,23.0,20.0,99.61,0,1,9,10,0.18,20,10
-3.8,-9.5,65.0,22.0,19.0,99.61,0,1,9,10,0.18,20,10
-4.2,-9.3,68.0,23.0,13.0,99.65,0,1,11,12,0.19,18,10
-3.6,-9.2,65.0,24.0,12.0,99.73,0,1,7,8,0.17,22,10
-3.1,-8.4,67.0,25.0,19.0,99.79,0,1,7,8,0.17,22,9
-3.3,-7.4,73.0,24.0,24.0,99.86,0,1,7,8,0.17,21,10
-4.1,-6.2,85.0,23.0,21.0,99.93,0,1,6,7,0.18,22,11
-3.7,-6.3,82.0,25.0,24.0,100.0,1,1,4,5,0.16,26,6
-3.9,-7.6,76.0,26.0,21.0,100.13,1,1,3,4,0.15,31,2
-6.1,-11.1,68.0,29.0,17.0,100.28,0,1,4,5,0.15,31,2
-6.7,-12.6,63.0,29.0,14.0,100.35,0,1,3,5,0.15,30,2
-7.4,-12.5,67.0,30.0,10.0,100.49,0,1,3,5,0.14,31,2
-8.9,-13.2,71.0,33.0,14.0,100.63,0,1,3,4,0.16,32,2
-10.0,-14.8,68.0,29.0,10.0,100.74,0,1,5,6,0.17,30,2
-10.9,-16.1,66.0,29.0,9.0,100.9,0,1,6,8,0.17,28,3
-10.1,-15.8,63.0,27.0,16.0,101.03,0,2,4,6,0.16,30,3
-9.4,-14.6,66.0,29.0,12.0,101.11,1,2,3,4,0.16,31,2
-8.9,-14.6,64.0,27.0,17.0,101.16,1,2,2,4,0.15,33,2
-8.6,-15.1,60.0,27.0,24.0,101.14,1,1,2,4,0.15,33,3
-8.2,-16.1,53.0,28.0,23.0,101.2,1,1,2,4,0.15,36,3
-7.9,-17.5,46.0,28.0,22.0,101.34,1,1,2,4,0.15,36,3
-7.9,-18.3,43.0,29.0,19.0,101.42,1,1,3,5,0.16,34,3
-8.4,-18.5,44.0,29.0,16.0,101.52,1,1,5,6,0.17,32,5
-9.3,-18.1,48.0,29.0,10.0,101.63,0,1,7,8,0.18,30,8
-9.4,-18.7,47.0,28.0,10.0,101.74,0,1,7,8,0.17,31,7
-10.4,-18.6,51.0,29.0,9.0,101.86,0,1,10,11,0.21,26,8
-10.6,-18.3,53.0,29.0,8.0,101.95,0,1,11,12,0.2,25,10
-11.1,-18.2,56.0,27.0,7.0,102.05,0,1,15,16,0.23,21,9
-11.9,-17.8,62.0,28.0,7.0,102.13,0,2,22,23,0.3,15,10
-12.6,-17.7,65.0,29.0,6.0,102.22,0,1,9,10,0.2,28,8
-13.4,-17.6,71.0,26.0,2.0,102.28,0,1,7,9,0.17,29,5
-14.0,-18.0,72.0,0.0,1.0,102.31,0,2,7,8,0.16,28,5
-12.6,-18.5,61.0,1.0,5.0,102.42,1,1,8,9,0.16,27,4
-13.1,-18.4,64.0,6.0,9.0,102.44,0,1,7,8,0.15,28,3
-13.1,-18.4,64.0,6.0,8.0,102.48,0,1,12,13,0.2,23,4
-13.0,-18.7,62.0,11.0,7.0,102.54,0,1,12,14,0.19,22,4
-13.1,-18.7,63.0,11.0,10.0,102.54,0,1,9,10,0.2,24,4
-13.1,-18.7,63.0,8.0,14.0,102.47,0,1,8,10,0.19,25,3
-13.2,-17.9,67.0,7.0,15.0,102.48,0,2,9,10,0.2,24,3
-13.0,-17.9,66.0,7.0,16.0,102.5,1,2,5,7,0.19,29,3
-12.4,-18.3,62.0,7.0,16.0,102.49,1,2,5,7,0.19,29,3
-11.8,-17.8,61.0,7.0,17.0,102.52,1,2,6,7,0.2,28,4
-11.7,-17.8,61.0,8.0,19.0,102.37,1,2,9,11,0.24,25,6
-11.7,-16.9,65.0,8.0,19.0,102.26,1,2,9,11,0.24,25,6
-12.2,-14.5,84.0,7.0,22.0,102.04,1,2,8,10,0.25,25,6
-12.4,-14.1,87.0,7.0,23.0,101.94,1,2,8,10,0.23,25,7
-12.9,-14.7,87.0,7.0,23.0,101.78,1,1,8,9,0.23,25,5
-12.7,-14.5,87.0,7.0,25.0,101.59,1,1,8,10,0.22,25,5
-12.6,-14.2,88.0,7.0,24.0,101.46,1,1,8,9,0.23,26,5
-12.5,-14.1,88.0,7.0,28.0,101.32,1,1,7,8,0.22,27,5
-12.3,-13.8,88.0,7.0,23.0,101.13,1,1,7,8,0.22,27,5
-11.7,-13.2,89.0,6.0,24.0,100.98,1,1,7,9,0.24,27,5
-11.0,-12.5,89.0,6.0,21.0,100.82,1,1,6,7,0.23,28,5
-10.3,-11.7,90.0,6.0,19.0,100.69,1,1,7,8,0.21,27,5
-9.7,-11.0,90.0,6.0,19.0,100.59,1,1,8,9,0.21,27,5
-8.8,-10.1,91.0,7.0,20.0,100.42,1,1,7,8,0.2,27,6
-7.8,-8.4,95.0,6.0,17.0,100.29,1,1,8,9,0.21,26,6
-6.9,-7.5,96.0,6.0,14.0,100.17,1,1,8,9,0.21,26,5
-6.3,-6.7,97.0,6.0,15.0,100.05,1,1,8,10,0.2,26,5
-5.6,-6.0,97.0,7.0,14.0,99.87,1,1,8,10,0.2,26,3
-4.8,-5.1,97.0,7.0,12.0,99.74,1,2,9,11,0.21,26,2
-4.2,-4.7,97.0,7.0,9.0,99.66,0,1,10,11,0.21,25,2
-3.7,-4.2,97.0,,0.0,99.51,0,2,11,13,0.24,24,2
-3.2,-3.7,97.0,,0.0,99.44,0,2,12,14,0.27,24,3
-2.9,-3.5,96.0,,0.0,99.4,0,2,12,14,0.31,23,3
-2.2,-2.7,96.0,,0.0,99.14,0,3,12,14,0.32,23,3
-1.7,-2.2,96.0,,0.0,98.93,0,2,9,11,0.27,25,2
-1.1,-1.6,96.0,,0.0,98.82,0,3,11,15,0.28,24,3
-0.9,-1.5,95.0,,0.0,98.72,0,3,10,13,0.28,24,2
-0.4,-0.9,97.0,,0.0,98.59,0,3,19,21,0.3,16,4
-0.2,-0.6,97.0,,0.0,98.71,0,2,15,17,0.3,17,4
-0.5,-0.9,97.0,,0.0,98.88,0,1,9,11,0.25,21,3
-2.1,-3.4,90.0,,0.0,99.05,0,1,5,6,0.22,24,3
-3.5,-5.3,88.0,,0.0,99.13,0,1,4,5,0.2,25,4
-4.5,-6.3,87.0,,0.0,99.32,0,1,3,4,0.19,26,5
-5.1,-6.9,87.0,,0.0,99.37,0,1,3,4,0.18,26,4
-6.2,-7.8,88.0,,0.0,99.39,0,1,2,3,0.17,28,4
-6.8,-9.0,85.0,,0.0,99.5,0,1,3,4,0.16,27,4
-7.7,-9.9,84.0,,0.0,99.6,0,1,3,4,0.16,28,4
-8.3,-9.9,88.0,,0.0,99.7,1,1,2,3,0.15,28,4
-10.0,-12.7,80.0,,0.0,99.86,0,1,2,3,0.15,29,3
-11.6,-15.0,76.0,,0.0,100.04,9999,9999,9999,9999,9999.0,9999,3
-13.3,-16.2,79.0,,0.0,100.24,1,1,2,3,0.14,31,3
-14.3,-18.0,74.0,,0.0,100.36,1,1,3,4,0.13,32,3
-15.3,-18.9,74.0,,0.0,100.54,0,1,4,5,0.14,31,3
-16.3,-20.0,73.0,,0.0,100.72,0,2,4,6,0.15,31,2
-17.5,-21.4,71.0,,0.0,100.85,0,2,5,7,0.15,31,2
-17.8,-21.7,71.0,,0.0,100.99,0,2,4,6,0.14,31,2
-17.9,-22.2,69.0,,0.0,101.06,0,2,3,6,0.15,32,2
-18.0,-22.4,68.0,,0.0,101.13,0,3,3,6,0.14,33,2
-17.8,-22.2,68.0,,0.0,101.16,0,2,3,6,0.16,34,2
-17.4,-21.9,68.0,,0.0,101.24,1,4,5,9,0.15,33,2
-16.7,-20.8,70.0,,0.0,101.35,0,2,4,6,0.15,34,2
-17.1,-21.9,66.0,,0.0,101.43,0,3,6,8,0.18,34,2
-17.1,-21.6,68.0,,0.0,101.5,0,2,9,10,0.2,31,3
-17.1,-21.2,70.0,,0.0,101.58,0,1,9,11,0.19,31,4
-17.2,-21.7,68.0,,0.0,101.68,0,1,9,10,0.18,31,5
-16.7,-21.3,68.0,,0.0,101.76,0,1,9,10,0.18,31,3
-17.2,-21.6,69.0,,0.0,101.76,0,2,17,18,0.22,24,4
-18.2,-21.7,74.0,,0.0,101.68,0,1,20,22,0.23,20,4
-20.1,-22.8,79.0,,0.0,101.63,0,2,21,23,0.23,20,4
-18.6,-21.2,80.0,,0.0,101.64,0,2,19,21,0.24,20,5
-18.6,-21.1,81.0,,0.0,101.64,1,3,13,17,0.21,25,6
-18.9,-21.3,81.0,,0.0,101.6,1,2,10,12,0.19,26,6
-18.7,-20.8,83.0,,0.0,101.62,1,1,8,9,0.19,27,6
-19.0,-21.0,84.0,,0.0,101.58,1,2,15,16,0.19,22,6
-20.4,-22.7,82.0,,0.0,101.53,1,5,31,36,0.24,8,8
-21.1,-22.8,86.0,,0.0,101.47,1,25,41,66,0.37,1,19
-19.9,-21.5,87.0,,0.0,101.42,1,15,38,52,0.43,1,21
-20.4,-22.0,87.0,,0.0,101.37,1,23,38,62,0.51,2,18
-19.9,-21.5,87.0,,0.0,101.34,1,53,41,94,0.6,3,16
-18.8,-20.6,86.0,,0.0,101.32,1,36,34,71,0.57,7,17
-18.2,-19.9,87.0,,0.0,101.25,1,22,26,48,0.58,13,19
-16.7,-18.3,87.0,,0.0,101.1,1,37,33,71,0.48,10,12
-14.4,-16.2,86.0,,0.0,100.92,1,27,28,55,0.4,13,12
-12.2,-14.4,83.0,,0.0,100.77,1,13,22,36,0.33,17,13
-11.5,-13.6,85.0,,0.0,100.65,1,9,22,31,0.29,17,15
-9.4,-13.3,73.0,,0.0,100.62,1,7,25,32,0.34,15,15
-10.0,-12.6,81.0,,0.0,100.55,0,8,29,36,0.34,13,12
-10.0,-12.2,84.0,,0.0,100.48,0,3,17,20,0.23,24,6
-10.0,-12.0,85.0,,0.0,100.4,0,2,16,18,0.23,25,6
,,,,,,1,2,17,19,0.23,24,7
,,,,,,0,2,18,20,0.23,22,7
,,,,,,1,2,18,19,0.23,21,8
,,,,,,1,2,17,19,0.23,20,9
,,,,,,1,2,16,18,0.21,20,9
,,,,,,1,2,17,19,0.22,19,9
,,,,,,1,2,17,18,0.21,19,9
,,,,,,0,1,16,17,0.2,20,8
,,,,,,0,1,14,15,0.19,22,8
,,,,,,1,1,12,13,0.19,23,8
,,,,,,0,1,8,10,0.19,25,7
,,,,,,1,2,3,5,0.16,28,4
,,,,,,1,2,4,5,0.18,29,4
,,,,,,1,2,3,6,0.18,29,3
,,,,,,1,2,3,5,0.19,29,3
,,,,,,1,2,2,4,0.17,29,3
,,,,,,1,4,3,7,0.16,28,3
,,,,,,1,8,5,13,0.17,27,3
,,,,,,1,2,2,4,0.16,29,2
,,,,,,1,2,3,5,0.16,29,2
,,,,,,1,2,3,5,0.17,28,2
,,,,,,1,2,4,6,0.19,27,3
,,,,,,1,3,5,8,0.17,25,3
,,,,,,1,2,5,7,0.17,25,3
-24.5,-29.3,65.0,,0.0,101.59,1,2,5,7,0.17,25,3
-24.9,-29.4,67.0,,0.0,101.63,1,2,6,8,0.18,24,3
-25.6,-30.1,66.0,,0.0,101.7,1,2,7,9,0.18,23,4
-26.1,-30.3,68.0,,0.0,101.71,1,2,7,9,0.18,23,4
-26.5,-30.5,68.0,,0.0,101.66,1,1,7,9,0.17,24,3
-27.5,-31.3,70.0,,0.0,101.58,1,2,12,15,0.19,20,5
-27.2,-30.9,71.0,,0.0,101.57,1,2,12,14,0.18,19,5
-27.3,-31.0,71.0,,0.0,101.5,1,2,17,19,0.2,16,5
-27.7,-31.2,72.0,,0.0,101.49,1,4,21,24,0.2,12,6
-27.5,-30.8,73.0,,0.0,101.39,1,3,16,19,0.19,15,5
-26.3,-29.7,73.0,,0.0,101.31,1,4,18,22,0.18,15,4
-26.2,-29.2,75.0,,0.0,101.22,1,4,19,23,0.2,14,4
-25.1,-28.0,77.0,,0.0,101.22,1,8,23,31,0.25,11,5
-24.1,-27.1,77.0,,0.0,101.19,1,9,21,30,0.33,14,6
-23.3,-26.2,77.0,,0.0,101.15,1,12,20,32,0.28,15,6
-22.1,-24.9,78.0,,0.0,101.09,1,15,21,37,0.49,15,8
-20.7,-23.3,79.0,,0.0,101.02,1,23,27,49,0.35,9999,8
-19.4,-21.9,81.0,,0.0,100.91,1,12,18,30,0.31,9999,8
-19.1,-21.3,83.0,,0.0,100.77,1,11,18,29,0.27,9999,9
-18.1,-20.2,84.0,,0.0,100.69,1,9,18,26,0.26,9999,10
-17.5,-19.5,84.0,,0.0,100.61,1,7,19,26,0.27,9999,9
-17.3,-19.2,85.0,,0.0,100.6,0,3,19,22,0.26,9999,8
-17.7,-19.6,85.0,,0.0,100.55,1,3,23,25,0.27,9999,8
-17.6,-19.3,86.0,,0.0,100.5,0,5,28,33,0.32,9999,9
-16.7,-18.4,87.0,,0.0,100.43,1,30,37,68,0.52,9999,14
-15.8,-17.5,87.0,,0.0,100.34,1,27,37,64,0.53,9999,13
-13.7,-14.9,91.0,,0.0,100.23,1,21,36,57,0.41,9999,11
-8.8,-10.7,86.0,,0.0,100.07,1,7,24,31,0.27,9999,6
-8.6,-11.6,79.0,,0.0,99.95,1,2,11,12,0.19,9999,4
-9.1,-11.3,84.0,,0.0,99.85,1,2,12,14,0.19,9999,4
-9.3,-10.7,90.0,,0.0,99.73,1,2,11,13,0.19,9999,4
-9.7,-11.1,90.0,,0.0,99.63,1,2,10,13,0.18,9999,4
-9.8,-11.2,89.0,,0.0,99.53,2,2,12,15,0.19,9999,4
-9.8,-11.3,89.0,,0.0,99.41,2,3,14,17,0.19,9999,4
-9.7,-11.1,89.0,,0.0,99.33,2,3,19,22,0.19,9999,4
-9.6,-10.8,91.0,,0.0,99.34,2,3,21,24,0.23,9999,4
-9.4,-11.8,83.0,,0.0,99.36,1,4,23,27,0.27,9999,5
-9.8,-12.4,82.0,,0.0,99.41,1,6,22,28,0.27,9999,7
-9.8,-12.7,79.0,,0.0,99.48,1,5,14,19,0.23,9999,8
-9.2,-12.5,77.0,,0.0,99.54,2,6,10,16,0.21,23,8
-7.9,-12.5,70.0,,0.0,99.57,2,5,7,12,0.2,25,9
-7.3,-12.8,65.0,,0.0,99.61,1,4,6,10,0.2,28,7
-6.9,-13.4,60.0,,,99.67,1,3,5,9,0.19,30,6
-7.2,-13.5,61.0,,,99.78,1,3,8,11,0.2,28,5
-6.8,-12.0,66.0,,,99.9,1,3,11,14,0.21,25,6
-7.3,-10.4,79.0,,,100.02,1,2,9,11,0.2,27,6
-8.2,-10.1,87.0,,,100.14,1,1,7,8,0.17,32,4
-8.7,-17.4,50.0,,,100.29,1,1,5,7,0.17,31,5
-11.6,-14.9,76.0,,,100.51,1,1,6,7,0.17,31,5
-12.8,-16.2,75.0,,,100.62,0,1,7,9,0.18,30,5
-13.8,-17.2,76.0,,,100.71,0,1,12,13,0.2,25,5
-14.7,-18.1,75.0,,,100.75,1,2,21,23,0.27,18,8
-14.5,-17.9,75.0,,,100.78,1,1,17,18,0.21,22,5
-14.9,-17.5,80.0,,,100.8,1,1,14,16,0.2,24,7
-14.9,-17.5,81.0,,,100.83,1,2,20,21,0.22,19,7
-14.6,-17.0,82.0,,,100.87,1,3,23,26,0.22,16,7
-16.9,-19.2,82.0,,,100.9,1,4,30,34,0.25,10,6
-15.7,-18.3,80.0,,,100.94,1,3,24,26,0.22,15,6
-15.7,-18.2,81.0,,,100.96,1,1,17,18,0.2,21,6
-15.0,-17.3,83.0,,,101.03,1,1,9,10,0.2,27,6
-15.0,-17.9,78.0,,,101.12,1,1,8,10,0.19,28,6
-15.8,-18.6,79.0,,,101.25,1,3,12,15,0.19,26,5
-15.1,-18.4,76.0,,,101.37,1,5,12,17,0.2,26,5
-14.0,-17.8,73.0,,,101.46,1,6,10,15,0.2,28,5
-12.2,-16.8,69.0,,,101.44,1,4,7,11,0.18,31,4
-11.1,-16.2,66.0,,,101.42,1,3,6,9,0.17,32,4
-10.1,-15.8,63.0,,,101.39,1,4,6,10,0.19,32,5
-9.5,-15.5,62.0,,,101.33,1,3,8,11,0.19,31,6
-9.4,-14.7,65.0,,,101.31,1,2,10,13,0.22,29,6
-9.6,-15.3,63.0,,,101.36,1,2,11,13,0.2,28,6
-10.0,-15.7,63.0,,,101.36,1,2,14,16,0.22,26,6
-9.6,-15.8,61.0,,,101.35,1,2,14,16,0.23,25,7
-9.9,-15.8,62.0,22.0,22.0,101.43,1,2,14,16,0.24,24,7
-10.4,-16.0,63.0,23.0,19.0,101.47,1,1,12,13,0.21,26,7
-10.3,-15.7,64.0,24.0,22.0,101.53,1,1,12,13,0.21,26,6
-10.6,-15.8,66.0,24.0,17.0,101.58,1,1,12,14,0.2,26,7
-11.1,-15.6,69.0,24.0,13.0,101.64,1,1,13,14,0.2,25,7
-11.6,-15.7,72.0,24.0,13.0,101.72,1,2,13,14,0.21,25,6
-12.0,-15.7,74.0,24.0,12.0,101.79,1,1,12,13,0.22,24,6
-12.2,-15.7,75.0,24.0,15.0,101.86,1,1,13,14,0.2,23,7
-12.5,-15.7,77.0,23.0,12.0,101.93,1,1,14,15,0.21,22,8
-12.5,-15.6,77.0,22.0,8.0,101.97,1,2,16,18,0.21,20,8
-13.8,-16.4,81.0,21.0,9.0,101.96,1,2,17,19,0.21,18,9
-12.6,-15.5,78.0,22.0,7.0,101.95,1,3,21,23,0.23,15,9
-12.6,-15.5,79.0,20.0,10.0,101.97,1,3,18,21,0.24,17,10
-12.4,-15.1,80.0,19.0,7.0,101.99,1,5,21,26,0.26,15,11
-11.5,-14.4,79.0,18.0,11.0,102.01,1,6,18,24,0.25,18,12
-9.8,-13.2,76.0,19.0,13.0,102.02,1,6,16,22,0.25,21,12
-8.6,-10.5,86.0,18.0,15.0,101.95,1,5,14,20,0.25,24,11
-7.6,-9.7,84.0,18.0,12.0,101.82,1,5,11,16,0.24,28,10
-6.7,-8.8,85.0,18.0,13.0,101.75,1,4,13,17,0.25,26,11
-5.9,-8.3,83.0,18.0,14.0,101.72,1,4,13,17,0.24,26,10
-5.3,-7.9,82.0,19.0,15.0,101.69,2,4,15,19,0.25,24,10
-4.9,-8.2,77.0,16.0,7.0,101.68,2,4,20,24,0.29,19,12
-4.8,-8.2,77.0,16.0,5.0,101.71,2,5,24,28,0.33,16,14
-4.5,-8.4,74.0,17.0,7.0,101.69,2,3,24,27,0.29,15,13
-4.2,-7.5,77.0,21.0,8.0,101.76,2,4,26,30,0.31,13,15
-4.1,-7.7,76.0,17.0,6.0,101.71,2,4,21,24,0.28,16,14
-4.1,-7.7,76.0,18.0,10.0,101.65,3,3,20,23,0.27,16,12
-3.7,-7.9,73.0,20.0,12.0,101.64,3,2,18,20,0.25,17,9
-3.7,-7.8,73.0,19.0,10.0,101.55,4,2,17,20,0.28,18,9
-3.8,-7.5,75.0,18.0,8.0,101.44,4,3,25,28,0.26,11,10
-3.5,-7.9,72.0,16.0,6.0,101.43,4,2,24,26,0.25,10,10
-4.0,-7.5,77.0,12.0,3.0,101.4,3,3,24,26,0.31,9,18
-4.2,-7.7,76.0,17.0,3.0,101.36,9999,9999,9999,9999,9999.0,9999,20
-3.9,-7.2,78.0,13.0,3.0,101.28,1,8,31,39,0.33,1,20
-3.6,-4.9,91.0,21.0,8.0,101.26,1,7,29,36,0.35,3,21
-3.2,-3.8,96.0,22.0,5.0,101.21,2,5,28,33,0.3,6,17
-3.1,-3.6,96.0,24.0,6.0,101.21,1,10,29,39,0.4,2,25
-3.2,-3.7,96.0,23.0,5.0,101.2,1,18,29,46,0.45,4,23
-2.9,-3.7,94.0,25.0,9.0,101.18,2,8,21,29,0.32,10,20
-2.5,-3.7,92.0,24.0,8.0,101.19,2,5,16,21,0.29,14,20
-2.4,-3.9,90.0,27.0,11.0,101.21,2,5,13,18,0.28,17,20
-2.3,-3.9,89.0,27.0,9.0,101.15,2,4,11,15,0.27,19,19
-2.4,-4.0,89.0,28.0,12.0,101.13,1,4,12,16,0.28,19,19
-2.6,-4.0,90.0,29.0,14.0,101.15,1,3,6,9,0.23,24,10
-4.4,-6.9,83.0,34.0,22.0,101.3,1,2,5,7,0.2,28,7
-5.4,-9.0,76.0,32.0,26.0,101.43,1,2,5,8,0.2,31,5
-6.5,-10.8,72.0,33.0,17.0,101.59,1,2,4,6,0.17,34,3
-8.3,-12.3,73.0,33.0,28.0,101.77,0,2,4,6,0.16,34,3
-10.7,-15.9,65.0,34.0,29.0,101.98,1,2,4,5,0.17,34,3
-12.7,-17.0,71.0,33.0,21.0,102.12,1,2,4,5,0.16,33,3
-15.1,-20.2,65.0,33.0,27.0,102.3,1,2,3,5,0.16,32,3
-16.6,-21.6,65.0,34.0,20.0,102.45,1,2,3,5,0.16,31,4
-18.1,-23.1,65.0,33.0,21.0,102.53,1,1,3,5,0.15,31,4
-19.2,-24.0,66.0,33.0,19.0,102.6,1,2,4,6,0.16,30,4
-19.9,-24.6,66.0,32.0,17.0,102.67,1,2,4,6,0.16,29,4
-20.6,-24.9,68.0,32.0,12.0,102.78,1,2,5,7,0.16,28,4
-21.7,-25.8,70.0,32.0,8.0,102.93,1,2,8,10,0.17,25,4
-22.6,-26.3,72.0,32.0,9.0,103.03,1,2,7,9,0.17,25,4
-22.9,-26.5,73.0,33.0,8.0,103.06,1,2,10,11,0.17,23,4
-22.8,-26.3,73.0,31.0,9.0,103.19,1,2,12,15,0.18,21,4
-23.1,-26.1,76.0,31.0,8.0,103.27,1,3,14,17,0.22,20,4
-23.8,-27.0,75.0,31.0,4.0,103.36,1,5,14,18,0.24,20,6
-22.5,-26.1,73.0,30.0,9.0,103.41,1,4,7,12,0.23,25,6
-21.3,-25.6,68.0,31.0,7.0,103.45,1,3,4,8,0.19,28,6
-19.5,-24.3,66.0,28.0,4.0,103.42,1,3,4,7,0.17,28,7
-18.8,-24.6,60.0,27.0,6.0,103.34,1,5,6,11,0.2,27,7
-18.4,-25.1,56.0,24.0,11.0,103.3,1,3,5,8,0.18,29,7
-17.6,-23.9,58.0,28.0,9.0,103.23,1,3,5,8,0.18,28,7
-16.9,-23.3,58.0,27.0,8.0,103.17,1,3,8,11,0.2,25,7
-17.4,-23.4,60.0,23.0,8.0,103.14,1,3,17,20,0.24,18,7
-18.3,-23.7,62.0,24.0,6.0,103.1,1,2,18,20,0.25,17,7
-18.7,-23.4,67.0,19.0,4.0,103.09,1,9,31,40,0.37,7,9
-21.8,-25.6,71.0,21.0,1.0,103.06,1,10,36,46,0.43,4,12
-21.7,-23.8,83.0,17.0,4.0,103.02,1,15,37,52,0.42,3,13
-21.7,-23.3,87.0,16.0,3.0,102.98,1,34,42,76,0.53,1,16
-22.7,-24.7,84.0,,0.0,102.92,1,24,38,62,0.58,2,24
-22.8,-24.8,84.0,13.0,2.0,102.87,1,28,37,64,0.59,2,30
-23.4,-26.0,80.0,16.0,3.0,102.78,1,49,40,89,0.64,2,26
-24.4,-27.0,79.0,14.0,3.0,102.7,1,28,35,63,0.59,1,29
-25.9,-28.2,81.0,34.0,4.0,102.67,1,33,35,68,0.58,2,30
-23.5,-25.7,82.0,2.0,2.0,102.56,1,13,32,44,0.55,2,31
-24.3,-26.6,81.0,4.0,3.0,102.49,1,13,32,45,0.43,1,25
-24.9,-27.3,81.0,7.0,4.0,102.43,1,12,29,41,0.42,2,31
-24.0,-26.3,82.0,4.0,5.0,102.35,1,5,25,30,0.41,5,24
-25.2,-27.6,80.0,5.0,4.0,102.32,1,19,30,49,0.57,2,21
-24.5,-26.8,81.0,7.0,6.0,102.21,1,34,30,64,0.69,5,24
-22.5,-24.7,82.0,7.0,9.0,102.18,1,26,24,50,0.63,10,26
-21.0,-23.0,84.0,7.0,7.0,102.09,1,31,26,57,0.59,12,23
-19.3,-21.4,84.0,7.0,6.0,102.03,1,24,22,46,0.46,16,19
-17.5,-22.3,66.0,6.0,4.0,101.87,1,22,22,43,0.42,18,18
-15.6,-22.0,58.0,0.0,1.0,101.78,1,16,20,36,0.38,20,22
-13.0,-20.7,53.0,,0.0,101.7,1,12,20,31,0.34,21,17
-14.5,-19.8,64.0,8.0,4.0,101.63,1,8,22,30,0.34,19,17
-15.3,-20.3,65.0,8.0,6.0,101.61,2,6,30,36,0.38,11,16
-16.8,-21.2,69.0,7.0,7.0,101.59,1,9,40,49,0.41,3,16
-17.1,-20.2,77.0,5.0,6.0,101.6,1,3,26,29,0.35,13,18
-18.3,-20.7,81.0,6.0,5.0,101.58,1,8,38,46,0.45,3,21
-19.2,-20.9,86.0,7.0,5.0,101.55,1,9,37,46,0.47,4,27
-18.5,-20.1,87.0,11.0,5.0,101.51,1,8,35,44,0.56,5,31
-19.7,-21.5,86.0,5.0,4.0,101.52,1,8,33,41,0.54,6,36
-19.8,-21.5,87.0,2.0,3.0,101.52,1,18,37,55,0.67,4,42
-20.7,-22.7,84.0,8.0,3.0,101.48,1,23,39,62,0.68,2,43
-21.8,-23.7,84.0,0.0,1.0,101.43,1,19,37,56,0.61,1,45
-21.6,-23.6,84.0,7.0,1.0,101.37,1,19,37,56,0.54,2,38
-21.5,-23.4,85.0,35.0,2.0,101.34,1,16,35,51,0.54,2,35
-21.4,-23.2,85.0,7.0,1.0,101.26,1,18,36,54,0.48,2,29
-22.4,-24.6,82.0,3.0,2.0,101.19,1,6,29,35,0.45,5,26
-20.3,-22.2,85.0,1.0,2.0,101.17,1,10,31,41,0.51,3,35
-19.4,-21.2,86.0,5.0,3.0,101.13,1,19,34,54,0.62,2,35
-18.6,-20.4,86.0,7.0,7.0,101.05,1,34,35,69,0.67,4,30
-18.3,-20.0,86.0,6.0,6.0,101.04,1,37,32,69,0.66,6,35
-17.2,-18.8,87.0,5.0,5.0,100.99,1,24,26,50,0.54,11,33
-16.3,-17.8,88.0,5.0,7.0,100.84,1,19,26,45,0.46,11,29
-15.4,-16.9,88.0,9.0,7.0,100.65,1,31,32,62,0.59,9,35
-13.9,-15.9,85.0,7.0,8.0,100.48,1,28,32,59,0.57,11,43
-12.3,-14.9,81.0,6.0,9.0,100.35,1,22,32,54,0.56,10,44
-11.0,-13.7,81.0,6.0,7.0,100.24,1,22,35,58,0.64,8,43
-10.9,-13.5,81.0,6.0,6.0,100.12,1,18,39,57,0.63,4,43
