Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa),SO2,NO,NO2,NOx,CO,O3,PM25
-0.1,-6.1,64.0,27.0,23.0,100.44,1,1,6,7,0.22,49,18
0.0,-6.5,62.0,28.0,17.0,100.5,1,2,6,8,0.22,48,16
0.4,-7.8,54.0,28.0,15.0,100.53,1,1,6,7,0.21,45,11
-0.2,-7.5,58.0,26.0,15.0,100.56,1,1,7,8,0.2,42,9
-1.7,-8.5,60.0,26.0,9.0,100.59,1,1,10,11,0.24,37,10
-2.0,-8.0,64.0,28.0,4.0,100.59,1,1,11,12,0.23,35,8
-2.3,-6.7,72.0,21.0,9.0,100.6,1,1,13,14,0.24,33,9
-2.9,-7.0,73.0,20.0,4.0,100.59,1,1,18,19,0.28,30,13
-2.8,-6.5,76.0,21.0,10.0,100.61,1,1,13,14,0.23,35,10
-2.3,-7.8,66.0,24.0,16.0,100.62,1,1,6,7,0.18,40,3
-2.8,-5.8,80.0,24.0,11.0,100.55,1,1,8,9,0.18,39,3
-3.6,-4.5,93.0,20.0,12.0,100.52,1,1,11,12,0.2,36,4
-3.7,-4.3,95.0,20.0,12.0,100.48,1,1,10,11,0.2,37,3
-3.9,-4.6,95.0,21.0,8.0,100.43,9999,9999,9999,9999,9999.0,9999,4
-5.7,-6.2,96.0,21.0,7.0,100.41,0,1,10,11,0.19,36,4
-4.0,-4.9,94.0,24.0,9.0,100.47,1,1,9,10,0.18,37,4
-4.3,-5.5,92.0,24.0,7.0,100.54,0,1,16,17,0.23,30,5
-4.0,-5.2,92.0,25.0,6.0,100.68,1,3,14,17,0.23,32,5
-3.6,-5.6,85.0,27.0,17.0,100.8,1,3,8,11,0.18,37,5
-2.9,-6.3,77.0,29.0,15.0,100.87,1,3,6,8,0.17,39,4
-2.3,-7.0,70.0,27.0,18.0,100.88,1,3,5,8,0.18,40,4
-1.0,-7.2,63.0,25.0,12.0,100.87,1,2,4,6,0.17,43,4
0.9,-7.1,55.0,25.0,9.0,100.92,1,2,5,7,0.18,43,4
2.6,-9.0,42.0,24.0,15.0,100.81,1,2,5,7,0.18,42,4
3.4,-8.2,42.0,24.0,15.0,100.73,1,3,6,9,0.19,41,4
4.1,-6.4,46.0,22.0,13.0,100.68,1,4,14,18,0.24,34,5
4.4,-5.3,49.0,22.0,17.0,100.68,1,3,15,18,0.25,33,6
4.4,-4.8,51.0,21.0,19.0,100.68,0,2,18,20,0.26,31,7
4.2,-4.3,54.0,22.0,16.0,100.72,0,1,13,14,0.22,35,6
4.0,-3.4,58.0,21.0,20.0,100.81,1,1,13,14,0.23,36,6
3.8,-3.1,60.0,23.0,16.0,100.91,0,1,13,14,0.22,38,8
2.8,-2.9,66.0,23.0,13.0,100.99,0,1,12,13,0.22,38,14
2.6,-3.0,67.0,26.0,11.0,101.07,0,1,15,16,0.23,34,14
1.4,-3.1,72.0,26.0,6.0,101.13,0,1,15,16,0.22,33,13
-2.9,-5.0,85.0,22.0,8.0,101.15,0,4,27,31,0.26,22,18
-2.8,-4.8,86.0,17.0,5.0,101.21,0,1,27,28,0.27,17,16
-3.4,-4.8,90.0,18.0,6.0,101.21,0,2,17,19,0.22,24,12
-1.6,-3.8,85.0,18.0,9.0,101.13,0,4,30,33,0.26,12,14
-3.1,-4.9,88.0,22.0,6.0,101.13,0,6,35,40,0.3,6,15
-1.5,-3.9,84.0,17.0,6.0,101.13,0,14,48,62,0.38,3,18
-0.9,-3.7,81.0,17.0,7.0,101.12,1,28,49,77,0.49,1,17
-0.9,-3.4,83.0,18.0,12.0,101.13,0,7,31,38,0.34,24,16
0.4,-2.6,81.0,20.0,16.0,101.1,1,5,19,24,0.29,34,15
2.1,-2.4,72.0,19.0,16.0,101.06,2,4,11,16,0.25,43,14
3.9,-2.7,62.0,20.0,17.0,100.99,2,4,10,14,0.22,46,11
5.0,-3.6,53.0,19.0,15.0,100.92,1,3,8,11,0.2,47,9
5.4,-3.9,51.0,20.0,25.0,100.81,1,3,8,10,0.21,49,9
6.1,-3.9,49.0,19.0,25.0,100.65,0,2,7,9,0.2,52,7
6.9,-4.5,44.0,20.0,26.0,100.53,0,2,7,10,0.2,50,6
6.8,-3.3,48.0,20.0,29.0,100.45,1,2,8,10,0.2,51,9
7.3,-2.2,51.0,20.0,28.0,100.34,1,2,10,12,0.22,54,13
6.0,-2.0,57.0,19.0,26.0,100.26,1,1,11,12,0.23,54,16
5.1,-1.4,63.0,19.0,19.0,100.23,1,1,12,13,0.25,53,19
3.8,-1.1,70.0,20.0,17.0,100.14,1,1,15,17,0.26,49,20
4.4,-1.4,66.0,23.0,7.0,100.12,1,1,19,20,0.28,44,18
3.2,-0.9,74.0,19.0,7.0,100.08,1,1,22,23,0.29,41,17
4.3,-0.6,70.0,25.0,7.0,100.02,1,1,18,19,0.28,43,14
4.3,-0.3,72.0,23.0,15.0,99.92,2,1,15,16,0.25,44,13
5.1,0.2,70.0,21.0,23.0,99.81,2,1,13,14,0.24,45,15
4.6,0.1,72.0,22.0,25.0,99.77,2,1,11,12,0.24,45,16
4.2,0.3,76.0,22.0,20.0,99.77,2,1,12,13,0.25,44,18
3.3,0.2,80.0,22.0,13.0,99.74,2,1,13,14,0.25,41,21
3.1,0.4,83.0,23.0,12.0,99.79,1,1,13,14,0.25,39,24
3.2,0.7,84.0,25.0,6.0,99.87,1,1,15,16,0.26,35,28
3.1,0.6,84.0,23.0,13.0,99.96,1,1,14,16,0.27,35,29
2.9,0.5,84.0,23.0,13.0,100.09,1,3,20,23,0.29,30,29
3.8,0.6,80.0,24.0,12.0,100.2,1,3,11,14,0.25,38,20
5.3,-0.2,68.0,27.0,19.0,100.26,1,2,7,10,0.21,41,10
5.3,-0.9,64.0,27.0,22.0,100.38,1,3,6,9,0.2,39,5
6.0,-2.1,56.0,26.0,19.0,100.43,0,3,5,8,0.17,39,3
5.7,-3.0,54.0,26.0,24.0,100.49,0,2,5,7,0.17,38,2
5.9,-4.1,49.0,27.0,23.0,100.46,0,2,4,6,0.17,39,2
6.3,-4.7,45.0,27.0,22.0,100.43,0,2,5,7,0.18,41,2
6.8,-7.8,35.0,28.0,19.0,100.39,0,2,6,8,0.19,40,2
7.4,-5.9,38.0,27.0,11.0,100.32,0,2,6,8,0.19,40,2
7.2,-5.4,40.0,27.0,9.0,100.31,0,1,9,10,0.2,37,4
6.2,-5.6,42.0,26.0,5.0,100.32,0,1,10,12,0.22,35,5
6.0,-6.2,41.0,29.0,13.0,100.38,0,1,6,7,0.19,39,3
5.9,-5.3,44.0,30.0,17.0,100.43,0,1,3,5,0.18,40,3
3.9,-2.0,65.0,33.0,29.0,100.64,0,1,3,4,0.17,39,3
2.2,-2.6,70.0,30.0,23.0,100.83,0,1,2,3,0.17,39,3
0.4,-4.2,72.0,34.0,30.0,101.02,0,1,2,3,0.16,38,2
-1.1,-9.0,55.0,33.0,27.0,101.21,0,1,2,3,0.16,38,2
-1.9,-10.1,53.0,33.0,20.0,101.36,0,1,2,3,0.16,37,2
-2.4,-10.9,52.0,32.0,28.0,101.47,0,1,2,3,0.16,38,2
-3.3,-10.9,56.0,31.0,22.0,101.6,0,1,2,3,0.16,40,2
-4.6,-14.0,48.0,33.0,31.0,101.8,0,1,2,3,0.16,40,2
-5.4,-13.3,54.0,32.0,23.0,101.99,0,1,3,4,0.16,39,2
-6.3,-14.8,51.0,31.0,25.0,102.12,1,4,10,13,0.19,35,3
-6.8,-14.6,54.0,31.0,18.0,102.26,0,3,8,11,0.19,33,2
-6.9,-14.2,56.0,31.0,21.0,102.41,0,2,3,5,0.17,36,2
-6.9,-13.2,61.0,30.0,20.0,102.55,1,2,2,4,0.16,38,2
-6.3,-14.3,53.0,32.0,19.0,102.62,1,2,2,4,0.16,38,2
-5.8,-17.0,41.0,33.0,14.0,102.66,0,2,2,4,0.15,39,2
-4.9,-15.5,43.0,31.0,13.0,102.67,0,2,2,4,0.16,39,2
-4.3,-15.9,40.0,29.0,21.0,102.62,0,2,2,4,0.16,40,2
-3.6,-15.3,40.0,29.0,18.0,102.58,1,2,3,5,0.17,40,2
-3.4,-15.3,39.0,27.0,16.0,102.58,1,2,3,5,0.16,39,2
-2.9,-14.5,41.0,26.0,19.0,102.6,1,2,4,6,0.17,39,4
-3.2,-14.7,41.0,27.0,17.0,102.62,1,1,5,6,0.17,38,7
-3.8,-15.4,40.0,26.0,16.0,102.66,1,1,6,7,0.18,37,7
-4.4,-15.6,41.0,26.0,10.0,102.71,1,1,9,10,0.2,34,7
-4.9,-16.4,40.0,31.0,6.0,102.71,1,1,12,13,0.21,31,6
-5.7,-15.7,45.0,31.0,2.0,102.7,1,1,15,16,0.23,28,5
-7.9,-15.4,55.0,24.0,7.0,102.67,0,1,19,20,0.24,24,6
-8.5,-15.3,58.0,23.0,5.0,102.62,1,1,29,31,0.27,14,6
-8.9,-15.0,61.0,23.0,4.0,102.64,0,2,26,27,0.26,18,6
-10.0,-15.0,67.0,31.0,2.0,102.65,1,2,29,31,0.28,12,7
-10.2,-15.0,68.0,22.0,1.0,102.67,0,4,28,32,0.31,12,10
-9.8,-13.9,72.0,6.0,1.0,102.68,1,4,35,38,0.35,5,11
-9.5,-13.2,74.0,8.0,2.0,102.66,0,3,28,31,0.35,9,12
-9.8,-13.0,78.0,9.0,2.0,102.67,1,2,29,32,0.32,9,11
-9.6,-12.4,79.0,36.0,1.0,102.66,1,4,28,32,0.34,10,11
-7.6,-12.1,70.0,6.0,5.0,102.63,1,8,28,36,0.38,11,11
-7.1,-11.9,68.0,6.0,6.0,102.59,1,16,32,47,0.44,10,11
-6.0,-13.1,57.0,0.0,1.0,102.58,1,15,30,44,0.4,13,11
-6.5,-9.4,80.0,8.0,3.0,102.55,1,16,29,45,0.41,16,11
-5.8,-7.5,87.0,7.0,7.0,102.49,1,8,19,27,0.31,25,9
-5.4,-6.9,89.0,6.0,11.0,102.4,1,7,16,24,0.28,27,9
-5.0,-6.6,88.0,6.0,14.0,102.27,1,4,11,15,0.26,34,8
-4.5,-6.4,87.0,7.0,16.0,102.12,1,3,8,11,0.25,37,7
-4.3,-6.2,87.0,8.0,16.0,102.0,0,2,7,9,0.25,38,7
-4.3,-6.3,86.0,7.0,15.0,101.93,1,2,8,10,0.25,39,8
-4.3,-6.1,87.0,6.0,16.0,101.83,0,1,8,10,0.21,39,8
-4.3,-6.2,87.0,7.0,17.0,101.74,1,1,7,8,0.21,39,7
-4.4,-6.1,88.0,6.0,14.0,101.72,1,1,9,10,0.24,36,7
-4.5,-6.2,88.0,9.0,18.0,101.56,1,1,8,10,0.24,36,7
-4.7,-6.5,87.0,5.0,13.0,101.56,1,1,9,10,0.23,35,7
-4.8,-6.4,89.0,6.0,14.0,101.42,1,1,7,8,0.22,36,7
-4.9,-6.4,89.0,4.0,13.0,101.33,1,1,9,10,0.22,34,6
-5.0,-6.5,89.0,5.0,12.0,101.24,1,1,13,14,0.24,30,8
-4.7,-6.3,89.0,6.0,18.0,101.19,1,1,9,10,0.24,29,11
-4.4,-5.8,90.0,7.0,12.0,101.12,1,1,9,10,0.26,29,13
-3.8,-5.4,89.0,7.0,15.0,100.98,1,1,9,10,0.26,29,14
-3.6,-5.2,89.0,7.0,13.0,100.92,1,1,8,9,0.25,31,12
-3.6,-5.2,88.0,6.0,15.0,100.85,1,1,9,10,0.24,30,10
-3.3,-5.0,88.0,7.0,15.0,100.81,1,1,9,10,0.25,31,9
-3.3,-5.1,87.0,6.0,16.0,100.76,1,1,10,11,0.26,31,10
-3.1,-5.0,87.0,6.0,11.0,100.76,1,2,11,12,0.27,31,11
-3.0,-4.5,89.0,8.0,16.0,100.64,1,2,10,12,0.28,32,12
-2.2,-4.1,87.0,8.0,16.0,100.48,1,2,9,11,0.28,34,10
-1.8,-3.8,86.0,7.0,16.0,100.37,1,2,9,11,0.27,35,11
-1.2,-3.2,86.0,6.0,14.0,100.25,1,2,10,13,0.28,34,11
-1.2,-3.8,82.0,7.0,16.0,100.1,1,2,11,13,0.29,34,11
-1.2,-4.0,81.0,7.0,21.0,99.99,1,2,12,14,0.3,34,11
-0.7,-3.2,83.0,7.0,19.0,99.88,1,2,12,14,0.3,34,11
-0.4,-2.4,87.0,7.0,17.0,99.81,1,2,10,12,0.29,37,12
-0.5,-1.9,90.0,7.0,16.0,99.74,1,1,10,11,0.27,37,14
-0.6,-1.6,93.0,7.0,13.0,99.72,1,1,11,12,0.27,37,16
-0.8,-1.3,96.0,7.0,10.0,99.67,1,1,11,12,0.27,36,16
-0.9,-1.3,97.0,6.0,12.0,99.64,0,1,11,13,0.27,34,13
-1.1,-1.5,98.0,7.0,13.0,99.58,0,1,10,11,0.26,35,10
-1.1,-1.4,98.0,0.0,1.0,99.6,0,2,12,13,0.27,32,10
-1.2,-1.4,98.0,8.0,5.0,99.53,1,2,15,16,0.27,29,9
-1.2,-1.5,98.0,11.0,6.0,99.54,0,1,14,15,0.25,28,9
-1.3,-1.6,98.0,6.0,5.0,99.53,1,1,12,13,0.24,29,8
-1.4,-1.8,97.0,4.0,4.0,99.53,0,1,12,13,0.24,28,9
-1.2,-1.6,97.0,2.0,5.0,99.55,0,1,11,12,0.24,28,9
-1.0,-1.4,98.0,31.0,5.0,99.6,0,1,10,11,0.24,27,9
-0.8,-1.1,98.0,33.0,7.0,99.66,0,1,7,8,0.22,30,5
-1.2,-1.4,98.0,33.0,10.0,99.75,0,1,7,9,0.22,31,4
-1.6,-1.9,98.0,34.0,13.0,99.88,0,2,7,9,0.23,31,3
-1.9,-2.3,97.0,34.0,11.0,100.0,0,2,6,8,0.21,33,3
-1.4,-2.3,94.0,34.0,16.0,100.11,0,2,5,7,0.21,35,3
-1.3,-3.0,88.0,35.0,16.0,100.21,0,3,5,8,0.21,38,3
-0.4,-3.2,81.0,34.0,22.0,100.3,0,2,4,6,0.21,39,2
0.3,-3.5,75.0,34.0,19.0,100.37,0,2,3,5,0.21,39,3
0.3,-2.9,79.0,32.0,19.0,100.44,0,2,3,5,0.21,40,3
0.6,-1.6,86.0,32.0,22.0,100.5,0,2,4,6,0.2,40,3
1.1,-1.3,84.0,33.0,21.0,100.56,0,2,4,6,0.21,40,3
1.7,-0.8,83.0,32.0,18.0,100.6,0,1,4,5,0.2,40,4
1.8,-0.6,84.0,32.0,17.0,100.69,0,1,5,7,0.19,39,5
1.6,-0.9,84.0,34.0,14.0,100.75,0,1,9,10,0.2,37,5
0.2,-2.2,84.0,31.0,8.0,100.86,0,1,16,17,0.24,29,6
-1.9,-3.4,90.0,25.0,4.0,100.86,0,1,20,21,0.27,25,7
-3.7,-4.6,93.0,26.0,7.0,100.87,0,1,17,18,0.27,25,9
-3.4,-4.0,96.0,0.0,1.0,100.85,0,1,17,19,0.27,23,7
-2.8,-3.3,96.0,27.0,9.0,100.82,0,2,21,23,0.27,17,8
-6.2,-6.6,97.0,18.0,3.0,100.75,0,2,29,31,0.33,8,10
-6.7,-7.2,96.0,20.0,4.0,100.73,0,1,22,23,0.31,11,12
-7.0,-7.5,96.0,27.0,4.0,100.76,0,2,26,28,0.37,5,18
-6.8,-7.3,96.0,20.0,2.0,100.68,9999,9999,9999,9999,9999.0,9999,14
-8.1,-8.7,95.0,18.0,3.0,100.61,1,54,40,94,0.53,0,13
-8.2,-8.9,95.0,14.0,4.0,100.51,1,54,38,92,0.54,0,14
-6.5,-7.0,97.0,31.0,2.0,100.52,0,18,33,52,0.41,1,15
-4.7,-5.0,98.0,8.0,6.0,100.43,1,40,35,75,0.59,2,15
-3.6,-3.9,98.0,6.0,5.0,100.37,0,31,29,59,0.49,8,16
-3.4,-3.7,98.0,6.0,7.0,100.3,0,16,20,36,0.37,16,13
-1.4,-2.9,90.0,5.0,5.0,100.28,0,12,16,28,0.31,21,10
1.0,-0.7,88.0,20.0,14.0,100.22,0,6,11,17,0.26,29,10
1.3,-0.4,89.0,18.0,14.0,100.09,0,3,7,10,0.23,38,9
2.0,0.1,87.0,16.0,15.0,100.04,0,3,6,9,0.23,40,13
2.8,0.3,84.0,16.0,9.0,100.0,0,3,8,11,0.24,41,16
3.8,0.0,76.0,16.0,8.0,99.93,0,3,8,11,0.24,43,15
4.2,0.1,75.0,14.0,9.0,99.83,0,3,10,13,0.24,43,15
4.2,-0.1,74.0,15.0,7.0,99.79,0,2,14,16,0.27,39,19
3.1,-0.3,78.0,9.0,9.0,99.78,0,1,17,18,0.31,36,20
2.5,-0.7,79.0,9.0,3.0,99.8,0,1,18,19,0.31,33,20
1.2,-0.9,86.0,6.0,3.0,99.79,0,1,21,22,0.34,31,20
1.8,-0.7,84.0,7.0,8.0,99.67,0,1,20,21,0.32,31,18
1.3,-0.8,86.0,8.0,4.0,99.56,0,1,13,14,0.28,36,15
1.1,-1.1,85.0,5.0,6.0,99.49,0,1,15,16,0.26,31,13
0.9,-1.1,86.0,5.0,3.0,99.43,0,1,14,15,0.23,33,11
0.4,-0.8,92.0,34.0,4.0,99.37,1,1,8,9,0.21,38,10
0.1,-0.5,95.0,34.0,4.0,99.27,1,1,9,10,0.23,35,12
0.1,-0.4,97.0,35.0,3.0,99.17,1,1,10,11,0.22,33,14
0.1,-0.3,97.0,29.0,5.0,99.13,1,1,11,12,0.25,32,14
0.2,-0.2,98.0,23.0,4.0,99.07,1,1,19,20,0.27,22,20
0.8,0.4,98.0,26.0,12.0,99.1,1,1,17,19,0.29,23,22
1.1,0.8,98.0,27.0,15.0,99.14,0,2,7,9,0.22,25,6
0.1,-1.2,90.0,33.0,32.0,99.33,0,2,3,5,0.17,29,2
-1.5,-4.3,81.0,33.0,33.0,99.5,0,2,3,5,0.17,29,3
-3.5,-7.6,73.0,32.0,38.0,99.71,0,2,3,4,0.16,36,2
-2.7,-9.0,62.0,33.0,37.0,99.8,0,2,3,4,0.17,39,2
-1.5,-12.5,43.0,32.0,33.0,99.86,0,2,2,4,0.16,40,2
-1.3,-15.7,32.0,33.0,43.0,99.93,0,1,2,3,0.16,40,2
-0.9,-16.7,29.0,32.0,38.0,99.98,0,1,2,3,0.17,39,2
-0.6,-14.2,35.0,32.0,30.0,100.04,0,1,2,3,0.18,38,2
-1.0,-14.5,35.0,30.0,32.0,100.1,0,1,2,4,0.17,37,2
-0.8,-13.8,36.0,30.0,25.0,100.16,0,4,5,9,0.17,36,2
-1.8,-12.5,44.0,30.0,23.0,100.24,0,1,2,4,0.17,37,2
-3.3,-11.2,54.0,33.0,25.0,100.39,0,1,3,4,0.17,36,2
-4.1,-11.7,56.0,33.0,23.0,100.47,0,1,3,4,0.17,36,2
-4.6,-13.1,51.0,33.0,17.0,100.51,0,1,3,5,0.17,35,2
-5.3,-13.9,51.0,31.0,17.0,100.53,0,1,3,4,0.17,35,2
-6.1,-13.6,56.0,33.0,17.0,100.56,0,1,2,3,0.16,36,2
-6.4,-14.8,52.0,32.0,23.0,100.58,0,1,2,3,0.16,36,3
-7.2,-15.2,53.0,33.0,22.0,100.61,1,1,3,4,0.17,35,3
-7.9,-15.2,56.0,32.0,17.0,100.67,0,1,3,4,0.16,36,3
-8.8,-15.5,58.0,32.0,17.0,100.71,0,1,3,4,0.16,36,3
-9.7,-17.2,54.0,32.0,24.0,100.77,0,1,3,4,0.17,37,2
-10.4,-17.0,58.0,32.0,17.0,100.87,0,1,4,6,0.17,36,2
-11.0,-17.9,57.0,31.0,14.0,100.95,0,2,5,7,0.2,35,2
-11.4,-17.4,61.0,31.0,13.0,101.04,0,3,6,9,0.19,35,2
-10.9,-18.2,55.0,33.0,16.0,101.07,1,3,4,7,0.18,37,3
-10.0,-17.6,54.0,32.0,23.0,101.1,0,2,2,4,0.17,39,3
-9.0,-17.4,51.0,34.0,19.0,101.11,1,2,2,4,0.17,40,3
-7.6,-17.2,46.0,35.0,19.0,101.06,1,1,2,3,0.15,41,3
-6.7,-18.8,38.0,32.0,18.0,101.01,1,2,2,3,0.16,42,2
-6.0,-18.1,38.0,34.0,21.0,100.99,1,2,2,4,0.16,42,2
-5.1,-18.0,36.0,31.0,25.0,100.96,1,2,2,4,0.21,42,3
-4.9,-17.4,37.0,30.0,21.0,100.94,1,1,3,4,0.16,42,3
-4.7,-15.0,44.0,30.0,24.0,100.93,1,1,3,4,0.16,42,3
-4.0,-18.6,31.0,30.0,24.0,100.95,1,1,3,4,0.15,42,3
-4.7,-18.2,34.0,31.0,15.0,101.01,1,1,6,8,0.17,38,4
-6.1,-17.0,42.0,33.0,8.0,101.09,0,1,12,14,0.21,33,7
-6.4,-17.4,41.0,33.0,6.0,101.17,1,1,13,14,0.21,32,8
-6.9,-17.7,42.0,35.0,10.0,101.21,1,1,14,15,0.23,30,10
-8.3,-17.4,48.0,33.0,6.0,101.25,0,1,17,18,0.28,26,11
-9.4,-17.2,53.0,26.0,6.0,101.29,0,1,21,22,0.24,23,7
-9.7,-16.7,57.0,26.0,2.0,101.31,0,1,22,23,0.26,20,8
-10.9,-17.4,59.0,29.0,6.0,101.35,1,1,17,19,0.22,23,8
-11.4,-17.7,60.0,26.0,4.0,101.41,1,1,19,21,0.24,22,8
-12.2,-17.7,63.0,27.0,5.0,101.46,0,2,18,19,0.21,24,6
-12.4,-17.7,65.0,28.0,6.0,101.51,0,1,14,15,0.2,28,5
-12.6,-17.6,66.0,28.0,5.0,101.6,0,3,27,30,0.26,17,6
-13.4,-17.5,71.0,29.0,4.0,101.68,0,8,33,40,0.31,13,7
-12.9,-16.9,72.0,0.0,1.0,101.79,1,7,20,26,0.29,24,7
-11.6,-17.5,62.0,21.0,3.0,101.86,1,3,6,9,0.21,36,4
-9.3,-16.5,56.0,20.0,7.0,101.9,1,6,10,16,0.25,34,4
-6.3,-18.0,39.0,24.0,7.0,101.89,1,4,6,10,0.21,38,3
-4.8,-19.2,31.0,27.0,18.0,101.85,1,2,3,6,0.16,42,2
-4.2,-18.0,33.0,27.0,19.0,101.83,1,2,2,4,0.16,43,3
-3.1,-17.4,32.0,26.0,17.0,101.78,1,2,2,4,0.16,43,3
-2.6,-17.5,31.0,27.0,18.0,101.72,1,2,3,4,0.16,43,3
-1.9,-19.0,26.0,26.0,19.0,101.66,1,2,3,5,0.16,43,3
-1.5,-18.9,25.0,27.0,18.0,101.62,1,2,4,6,0.17,43,4
-1.1,-18.4,25.0,26.0,16.0,101.62,1,1,5,6,0.16,43,5
-1.8,-17.7,29.0,28.0,8.0,101.62,1,1,9,10,0.19,38,7
-5.2,-15.5,44.0,24.0,7.0,101.65,1,2,25,27,0.27,25,9
-5.2,-14.8,47.0,19.0,7.0,101.68,1,3,34,37,0.32,17,10
-5.2,-14.8,47.0,18.0,9.0,101.65,1,2,25,27,0.27,24,7
-5.4,-11.8,61.0,21.0,16.0,101.67,1,1,14,15,0.21,34,6
-5.9,-11.0,68.0,20.0,11.0,101.67,1,1,18,19,0.2,30,5
-6.4,-11.2,69.0,19.0,8.0,101.63,1,1,12,14,0.2,34,5
-6.6,-11.1,70.0,19.0,6.0,101.6,1,1,14,15,0.19,32,4
-6.3,-10.9,70.0,21.0,8.0,101.58,1,1,17,18,0.19,29,5
-6.7,-11.0,71.0,15.0,5.0,101.52,1,2,19,20,0.19,27,5
-7.8,-11.9,73.0,13.0,2.0,101.52,1,2,21,23,0.21,25,5
-8.0,-11.2,78.0,11.0,4.0,101.46,1,8,39,47,0.31,10,6
-8.4,-12.1,74.0,9.0,7.0,101.44,0,6,34,40,0.37,12,7
-7.8,-11.0,78.0,5.0,7.0,101.43,1,10,28,38,0.33,17,8
-7.0,-11.2,72.0,5.0,6.0,101.38,1,9,23,32,0.32,23,9
-5.3,-11.7,61.0,4.0,6.0,101.36,1,7,14,20,0.25,33,9
-3.6,-11.4,55.0,6.0,7.0,101.33,1,5,11,16,0.23,36,7
-1.5,-11.9,45.0,8.0,10.0,101.21,1,4,8,12,0.2,40,6
0.5,-12.6,37.0,4.0,5.0,101.12,1,4,8,12,0.21,43,6
1.6,-13.1,33.0,15.0,16.0,101.0,1,3,8,11,0.2,45,6
2.6,-11.2,35.0,16.0,19.0,100.91,1,3,7,9,0.19,48,7
3.9,-8.8,39.0,16.0,16.0,100.85,1,2,7,9,0.19,49,9
3.3,-4.0,59.0,18.0,28.0,100.76,1,2,7,9,0.2,48,16
1.4,-2.3,77.0,21.0,24.0,100.83,1,2,9,11,0.22,44,20
1.1,-2.0,80.0,20.0,24.0,100.81,1,1,10,11,0.23,43,23
1.1,-1.5,83.0,20.0,24.0,100.78,0,1,9,10,0.23,42,23
1.1,-1.3,84.0,20.0,17.0,100.78,0,1,10,11,0.23,42,18
1.0,-1.5,84.0,19.0,16.0,100.73,0,1,10,12,0.24,40,13
1.0,-1.6,83.0,20.0,16.0,100.7,0,1,10,12,0.24,39,11
0.6,-2.0,83.0,20.0,10.0,100.66,0,1,10,11,0.23,38,11
0.5,-2.1,83.0,19.0,11.0,100.61,1,1,10,11,0.23,36,12
0.4,-2.3,82.0,17.0,9.0,100.54,1,1,12,13,0.22,33,12
0.2,-2.3,83.0,17.0,6.0,100.49,1,1,13,14,0.23,32,12
0.2,-2.1,84.0,19.0,11.0,100.41,0,1,14,15,0.23,30,12
0.0,-1.4,91.0,20.0,10.0,100.34,1,1,12,13,0.22,31,14
-0.3,-1.0,95.0,17.0,8.0,100.27,0,2,16,18,0.23,26,15
-0.3,-0.8,96.0,19.0,13.0,100.23,1,2,19,22,0.24,23,17
-0.1,-0.6,96.0,19.0,14.0,100.18,1,2,16,18,0.26,25,17
0.1,-0.5,96.0,19.0,14.0,100.1,1,3,17,20,0.28,25,17
0.3,-0.1,97.0,19.0,15.0,100.03,0,6,19,25,0.31,23,15
0.5,0.1,97.0,19.0,14.0,99.95,1,5,16,21,0.28,26,11
0.8,0.4,97.0,19.0,18.0,99.85,0,4,14,19,0.27,28,11
1.2,0.7,96.0,19.0,13.0,99.73,0,4,14,17,0.27,27,13
0.8,0.3,97.0,20.0,14.0,99.62,0,5,16,21,0.29,24,16
0.7,0.4,98.0,21.0,9.0,99.51,1,5,17,22,0.31,23,13
1.5,1.0,97.0,27.0,18.0,99.52,0,2,4,6,0.2,30,5
-1.9,-3.5,89.0,32.0,28.0,99.77,0,1,3,4,0.16,33,4
-3.9,-6.5,82.0,32.0,33.0,100.04,0,1,2,4,0.17,33,5
-4.2,-7.3,79.0,32.0,28.0,100.21,0,1,2,4,0.17,32,5
-5.3,-9.2,74.0,32.0,30.0,100.41,0,1,3,4,0.17,31,5
-5.7,-10.6,68.0,32.0,28.0,100.58,0,1,3,4,0.17,30,5
-6.9,-12.0,67.0,33.0,24.0,100.69,0,1,3,4,0.17,28,5
-7.9,-13.4,65.0,32.0,18.0,100.77,0,1,3,4,0.17,27,6
-8.6,-14.1,65.0,33.0,16.0,100.82,0,1,3,4,0.17,26,6
-9.4,-14.8,65.0,32.0,18.0,100.94,0,1,3,4,0.2,25,5
-10.4,-15.8,64.0,31.0,19.0,101.01,0,1,3,4,0.17,24,5
-11.3,-16.5,66.0,30.0,21.0,101.08,0,1,2,4,0.17,24,5
-12.0,-16.1,72.0,31.0,23.0,101.13,0,1,2,4,0.17,24,5
-13.4,-18.0,68.0,33.0,28.0,101.2,0,2,2,4,0.17,24,5
-14.5,-18.8,70.0,34.0,25.0,101.25,0,2,3,4,0.16,23,5
-15.3,-20.0,67.0,31.0,16.0,101.3,0,2,4,6,0.17,21,5
-15.6,-20.9,64.0,31.0,18.0,101.35,0,2,3,5,0.17,22,5
-15.2,-21.0,61.0,31.0,21.0,101.4,1,2,2,4,0.18,24,5
-14.5,-20.1,62.0,29.0,21.0,101.4,0,2,2,4,0.17,26,4
-13.7,-19.8,60.0,28.0,21.0,101.36,1,2,2,3,0.17,30,4
-12.8,-19.3,58.0,29.0,23.0,101.29,0,2,2,3,0.17,30,4
