Date,Time,TEMP_MEAN,SO2,O3,CO,HUMIDITY,NO2,NO,WDIR_SCLR,RAD_TOTAL,WSPD_VECT,WSPD_SCLR,ATM_PRESS_1HR,WDIR_VECT,PM25,PRECIP_TOTAL,PM10
8/31/2016,2:00 AM,18.5,0.1,12.4,0.15,68.7,14,3,94.6,0,7.68,7.96,100.9,94.7,5.6,0,12.5
8/31/2016,3:00 AM,18.3,0,13.3,0.14,70.3,10.9,0.1,105.3,0,10.24,10.89,100.9,107.4,5.2,0,11.6
8/31/2016,4:00 AM,16.3,,,,85.4,,,114.8,0,10.16,10.51,100.9,115.6,4.7,0.2,15.8
8/31/2016,5:00 AM,15.6,0.1,10.7,0.13,91.5,9.1,0.8,84.6,0,8.6,9.03,100.9,84.5,4.4,0.4,11.5
8/31/2016,6:00 AM,15.8,0,10.3,0.15,90.7,9.5,0.4,87.1,0,9.2,9.56,100.9,87.5,3.8,0.2,7.4
8/31/2016,7:00 AM,16.1,0,3.7,0.2,88.9,19.2,5.5,83.7,18.2,6.83,7.12,100.9,83.9,4.6,0,9.2
8/31/2016,8:00 AM,16.2,0,4.8,0.21,88.8,17.1,4.9,102.5,37.3,7.26,7.62,100.9,101.6,5.5,1.2,11.4
8/31/2016,9:00 AM,16.2,0,3.7,0.22,90.6,19,12,94.4,74.6,8.38,8.76,100.9,95,4.9,0.2,13
8/31/2016,10:00 AM,16.7,0,6.2,0.21,87.8,15.7,9.7,95.4,135,9.03,9.3,100.9,95.2,4,0,11.9
8/31/2016,11:00 AM,17.3,0,7.9,0.19,84.3,13.4,7.4,98.4,149.8,9.79,10.38,100.9,99,4.1,0,10
8/31/2016,12:00 PM,16.5,0,7.7,0.19,91,13.4,6,103.6,128.2,8.75,9.16,100.9,104.7,5.3,2,12.9
8/31/2016,1:00 PM,17.4,0,9,0.18,87,12.6,7.9,104.6,236.8,10.03,11.03,100.9,104.6,5.8,0,11.1
8/31/2016,2:00 PM,17.5,0.1,14,0.16,82.7,7.6,3.4,136.9,245,14.44,14.95,100.9,137.4,5.8,0.6,7.6
8/31/2016,3:00 PM,17.9,0,14.4,0.15,83.6,7.1,3.5,116.1,315.1,12.54,12.99,100.9,116.3,5.7,0,12.7
8/31/2016,4:00 PM,17.7,0,15.8,0.14,82.7,6.1,1.8,133.7,180.4,14.28,14.85,100.9,133.8,4.1,0,6.7
8/31/2016,5:00 PM,17.1,0,14,0.15,87.2,6.7,1.9,122.1,148.3,11.94,12.3,100.9,122.5,4.8,0.2,8.6
8/31/2016,6:00 PM,17.2,0,12.5,0.15,85.6,7.3,2,112.7,137,9.67,10.07,100.9,112.5,5,0,7.3
8/31/2016,7:00 PM,16.8,0,11.5,0.15,85.9,8.9,1.1,112.6,34.3,9.16,9.61,100.9,112.6,5.2,0,6.8
8/31/2016,8:00 PM,16,0,9,0.17,88.4,11.8,0.4,105.3,0,9.6,9.94,100.9,105.3,5.1,0,7
8/31/2016,9:00 PM,15.9,0,5.9,0.17,91.4,14.2,0.6,95.9,0,7.88,8.23,100.8,96.7,4.7,0,9
8/31/2016,10:00 PM,16,0,4.7,0.18,91.9,14.9,0.6,107.9,0,6.5,6.82,100.8,110,4.5,0.2,10.1
8/31/2016,11:00 PM,16.1,0,5.4,0.16,91.3,13.6,0.6,110.6,0,7.75,7.95,100.8,110.9,4.8,0,8.2
8/31/2016,24:00 AM,15.5,0,8.6,0.14,91.5,10.4,0.2,100.9,0,9.12,9.61,100.8,102.8,4.2,0,4.8
9/1/2016,1:00 AM,15.5,0,11.7,0.13,89.8,8.7,0.1,94,0,9.04,9.5,100.8,93.6,4.3,0,6.8
9/1/2016,2:00 AM,15.4,0,15.5,0.11,89.7,4.6,0.1,118.1,0,10.4,10.85,100.9,118.6,3.4,0,6.6
9/1/2016,3:00 AM,15,0,16.9,0.1,90.6,3.7,0.1,119.9,0,9.28,9.53,100.9,121,3,0,4.8
9/1/2016,4:00 AM,14.3,0,11.4,0.11,93.3,6.2,0.2,102.6,0,7,7.24,100.9,103.3,3,0,4.9
9/1/2016,5:00 AM,13.8,0,4.9,0.12,94.2,13.3,0.5,90.4,0,6.22,6.51,100.8,91,3,0,6.1
9/1/2016,6:00 AM,13.5,0,2,0.17,94,16.9,4.5,94.7,5.9,7.03,7.33,100.9,93.9,2.8,0,9.4
9/1/2016,7:00 AM,13.9,0.1,2,0.27,90.4,20.8,26.8,97.3,92,7.46,7.75,100.9,97.9,3.4,0,11.5
9/1/2016,8:00 AM,15.3,0,8.9,0.19,81.3,14.1,12.8,109.4,228.7,9.41,9.81,101,110.5,2.9,0,10.2
9/1/2016,9:00 AM,16.1,0,15.4,0.13,76,7.4,3.6,113.2,294.6,11.5,11.92,101,113.8,2.1,0,8.6
9/1/2016,10:00 AM,16,0,17.3,0.12,77.1,5.3,1.2,127,111.3,14.61,15.03,101,127.8,2.2,0,9.6
9/1/2016,11:00 AM,16.3,0,17.2,0.14,78,5.6,2.4,135.8,326.4,14.07,14.6,101,137,2.5,0,13.2
9/1/2016,12:00 PM,16.6,0,20.5,0.13,74.7,4.1,1.4,150,350,17.45,18.06,101.1,150.5,2.5,0,10.7
9/1/2016,1:00 PM,17.2,0,21.8,0.13,71.1,4.2,1.3,154.2,267,14.75,15.32,101.1,154.2,2.5,0,9.8
9/1/2016,2:00 PM,17.4,0,23.4,0.13,67.4,4.2,1.6,143.6,253.1,15.04,15.71,101,143.8,2.2,0,6.1
9/1/2016,3:00 PM,17.8,0,22.8,0.13,68,4.5,1,151.7,201.5,19.77,20.32,101,151.8,2.4,0,12.1
9/1/2016,4:00 PM,17.4,0,20.1,0.15,72.4,6,1.2,162.5,118.4,15.09,15.66,101,162,2.7,0,14.5
9/1/2016,5:00 PM,16.4,0,19.7,0.14,77.8,6.1,2.9,204.7,79.1,11.14,11.4,100.9,204.2,2.2,0,11.3
9/1/2016,6:00 PM,15.7,0,18.6,0.13,83.1,6.9,2.5,216.6,38.7,8.64,8.87,100.9,216.7,2,0.4,10.8
9/1/2016,7:00 PM,14.4,0,19.2,0.13,89.9,6.7,1.8,213.5,6,5.08,5.62,100.8,218.7,1.7,1.2,7.3
9/1/2016,8:00 PM,14.4,0,14.5,0.15,90.8,11.4,0.1,45.6,0,4.28,5.07,100.8,45.4,2.1,0.6,8.2
9/1/2016,9:00 PM,14.3,0,12.8,0.18,90.8,13.7,0.1,60.2,0,7.68,8.03,100.8,59.2,2.3,0.2,7.5
9/1/2016,10:00 PM,14.2,0,13.7,0.18,90,11.6,0.1,57.2,0,7.9,8.26,100.8,57.8,2.1,0,6.3
9/1/2016,11:00 PM,14.2,0,14,0.16,88.3,10.7,0.1,61.4,0,8.4,8.7,100.8,61.1,2.1,0,4.7
9/1/2016,24:00 AM,14.3,0,16,0.15,86.2,8,0,59.5,0,7.74,8.02,100.8,59.6,2,0,3.9
9/2/2016,1:00 AM,13.9,0,16,0.14,88.1,7.1,0.1,72.8,0,7.48,7.86,100.7,71.3,1.8,0,5.5
9/2/2016,2:00 AM,13.6,0,13.7,0.17,91.1,8.9,0.1,80.8,0,7.7,8.04,100.7,81.3,1.9,0,8.3
9/2/2016,3:00 AM,13.3,0,16.8,0.12,91.8,5.8,0.1,90.1,0,9.25,9.64,100.7,90,1.4,0.2,5.5
9/2/2016,4:00 AM,12.9,0,17.7,0.12,94.7,5.6,0.1,93.4,0,8.85,9.23,100.7,93.6,1.6,0.8,6.2
9/2/2016,5:00 AM,12.8,0,19.1,0.12,94.2,5.1,0.1,97.7,0,11.01,11.31,100.7,97.6,1.9,0,4.4
9/2/2016,6:00 AM,12.9,0,12.9,0.15,93.4,10.4,0.3,103.4,0,9.86,10.2,100.7,103.4,2.1,0.4,6.3
9/2/2016,7:00 AM,13.2,0,8,0.15,94.5,11.5,1.8,125.2,21.8,9.82,10.22,100.7,124.6,2.8,0,11.3
9/2/2016,8:00 AM,13.4,0,8.9,0.15,93,10,2.8,137.5,61.1,9.56,9.94,100.8,137.7,3,0,9.5
9/2/2016,9:00 AM,13.8,0,10.8,0.15,90.6,8.3,2.4,159.6,64.8,11.15,11.41,100.8,160.1,2,0,8.1
9/2/2016,10:00 AM,14.3,0,13.9,0.13,88.2,5.1,2.3,164.4,233.9,11.89,12.32,100.8,164.3,1.6,0,7.2
9/2/2016,11:00 AM,14.6,0,15.7,0.14,86.4,4.2,1.6,177.7,210.8,14.37,14.71,100.9,177.6,1.6,0.2,6.7
9/2/2016,12:00 PM,15.2,0,15.8,0.14,83.9,5,4.2,174.2,400.9,12.1,12.67,100.9,173.9,1.6,0,6.3
9/2/2016,1:00 PM,16.3,0.1,19.2,0.14,75.2,7.4,13.6,245.8,501.1,13.59,14.25,101,246.4,1.5,0,5.2
9/2/2016,2:00 PM,16.9,0.2,23.8,0.14,71.7,5,3.3,235,597.3,13.27,14.13,101,235.4,1.7,0,6.8
9/2/2016,3:00 PM,17.2,0.1,22.9,0.13,71.4,6.8,7.6,251.5,555.6,12.23,12.97,101.1,251.1,1.6,0,7.6
9/2/2016,4:00 PM,16.9,0.1,23,0.14,72.7,10,8.2,253,341.1,11.19,11.67,101.1,253.4,2.6,0,8.1
9/2/2016,5:00 PM,16.5,0,22.6,0.13,74.8,8.4,3.9,255.1,187.2,10.25,10.6,101,255.1,2.5,0,6.1
9/2/2016,6:00 PM,16.3,0,22.2,0.14,75.1,9.6,2.8,260.6,87.4,7.87,8.24,101,261.2,2.4,0,3.6
9/2/2016,7:00 PM,16.1,0,18.3,0.16,75.2,13.6,4.6,239,19.2,3.97,4.37,101,238.7,2.6,0,4.9
9/2/2016,8:00 PM,16,0,18.2,0.18,75.3,11.9,2,254.7,0,2.01,3.16,101,259.5,2.3,0,8
9/2/2016,9:00 PM,15.8,0,12.7,0.2,77,15.6,0.4,90,0,3.08,3.35,101,92.6,2.6,0,7.9
9/2/2016,10:00 PM,15.2,0,3.8,0.3,83.9,25.6,2.1,92.6,0,5.96,6.11,101,93.5,3.9,0,13.2
9/2/2016,11:00 PM,14.6,0,3,0.25,87.2,24.4,1.3,85.1,0,5.9,6.1,101,85.6,3.3,0,9.3
9/2/2016,24:00 AM,14.2,0,1.9,0.25,90.6,20.6,1.3,91.7,0,6.36,6.62,101,91.9,3.4,0,11.9
9/3/2016,1:00 AM,14.1,0,9.9,0.17,89.1,14.2,0.3,105.4,0,7.3,7.61,101,105.6,2.7,0,6.9
9/3/2016,2:00 AM,13.7,0,13.1,0.13,87.1,11.5,2.3,120.8,0,7.08,7.36,101,122,2,0,4.9
9/3/2016,3:00 AM,13.3,0,16.5,0.12,86.8,6.6,0.1,110.4,0,7.65,7.85,101,110.4,1.9,0,5.5
9/3/2016,4:00 AM,13.2,,,,87.9,,,121.4,0,9.65,9.93,101,121.7,1.8,0,7.1
9/3/2016,5:00 AM,12.9,0,16.9,0.11,90.9,5,0.2,125.1,0,8.37,8.59,101,125.4,1.7,0.8,8.3
9/3/2016,6:00 AM,12.5,0,14.8,0.12,94.5,6.6,0.2,103.9,0,7.14,7.42,101,103.9,1.8,3.6,8.8
9/3/2016,7:00 AM,12.2,0,14.1,0.14,97.1,8.5,0.5,93.6,17,8.04,8.66,101,96.7,1.8,3.6,8.5
9/3/2016,8:00 AM,12.4,0,14.2,0.15,96.3,8.4,1.4,101.4,70.5,7.67,8.14,101.1,101.6,1.9,0.2,8.3
9/3/2016,9:00 AM,13,0,12.7,0.14,92,10.2,5.8,102.8,140.9,8.79,9.22,101.1,103.3,2.8,0,7.8
9/3/2016,10:00 AM,13.7,0.2,7.4,0.14,88.6,17.4,19.1,117.7,270.3,9.35,9.77,101.1,118.2,4.6,0,12
9/3/2016,11:00 AM,14.7,0.1,14.5,0.14,83.8,8.8,6.6,128,467.7,8.61,9.14,101.2,127.5,3.6,0,10.8
9/3/2016,12:00 PM,15.6,0,18.4,0.14,78.7,5.5,3.1,128.5,460.8,7.5,8.44,101.2,128.1,3.1,0,6.6
9/3/2016,1:00 PM,16.5,0.1,18.4,0.15,74.3,9.4,7.9,208.2,418.1,5.91,8.9,101.2,218.6,3.3,0,7.8
9/3/2016,2:00 PM,16.6,0.1,21,0.14,75.4,7.9,6.3,263.8,456.4,11.26,11.72,101.2,264,2.7,0,8.1
9/3/2016,3:00 PM,16.8,0.1,23.2,0.13,72.7,8.1,5.4,267.5,521.1,10.52,11.17,101.2,267,2.2,0,4.4
9/3/2016,4:00 PM,17,0.1,25,0.13,70.7,8.5,6.5,263.4,473.1,11.98,12.38,101.2,262.7,2,0,6.2
9/3/2016,5:00 PM,17,0.1,26.5,0.13,68.3,5.6,2.2,276.4,323,11.09,11.51,101.2,275.8,2,0,0.5
9/3/2016,6:00 PM,17,0.1,24.3,0.13,67.7,8.2,3.1,263.2,168.8,8.95,9.24,101.1,264,2.3,0,4.1
9/3/2016,7:00 PM,16.1,0,22,0.11,74.4,9.6,2.1,273.4,31.9,8.46,8.59,101,273.3,2.9,0,6.8
9/3/2016,8:00 PM,15.5,0,16,0.14,77.1,14.2,0.3,299.9,0,3.61,4.47,101,277.7,2.9,0,4.3
9/3/2016,9:00 PM,14.6,0,13.4,0.2,81.1,14.2,0.1,18.1,0,4.1,4.36,101,15.5,3.5,0,6.6
9/3/2016,10:00 PM,14.4,0,11.1,0.19,82.3,15.9,0.2,29.1,0,4.69,5.12,101,33.1,2.8,0,7.3
9/3/2016,11:00 PM,14.3,0,3,0.22,82.9,16.6,1,47,0,5.02,5.16,101,48.6,3.1,0,8.5
9/3/2016,24:00 AM,14,0,1.6,0.24,84.7,14.8,1.9,56,0,4.3,4.41,101,55.9,3.7,0,10.1
9/4/2016,1:00 AM,13.7,0.1,2.1,0.23,86.6,12.3,1.3,65.3,0,4.18,4.36,101,65.7,4.3,0,10.4
9/4/2016,2:00 AM,13.3,0,1.7,0.2,87.2,11.6,1.2,70.4,0,3.67,4.2,101,66.1,3.8,0,7.9
9/4/2016,3:00 AM,12.8,0,0.6,0.21,89.5,10.6,3.6,91.4,0,3.2,3.69,101,92.4,4.7,0,7.6
9/4/2016,4:00 AM,12.2,0,0.4,0.21,91.7,9.6,6.6,52.2,0,1.82,2.45,101,39.5,4,0,6.9
9/4/2016,5:00 AM,11.6,0.1,0.4,0.21,93.2,9.4,14.5,11.8,0,2.5,2.57,101,10.4,3.2,0,7
9/4/2016,6:00 AM,11.4,0.1,0.6,0.24,94.5,9.5,25.6,74.3,0,3.12,3.27,101,74.7,3.2,0,8.3
9/4/2016,7:00 AM,12.2,0,1.2,0.29,91.5,9.4,18.8,85.6,22.7,2.75,3.1,101,91.1,2.9,0,17.8
9/4/2016,8:00 AM,13.1,0.1,2.8,0.3,88.1,11.2,16.9,28.8,108.1,0.95,1.34,101.1,,3.5,0,18.7
9/4/2016,9:00 AM,14.9,0.2,7.7,0.22,82,12.2,18,283.5,339,7.33,8.22,101.1,290.4,2.8,0,11.9
9/4/2016,10:00 AM,15.4,0.1,13.6,0.15,78.9,3.3,1.6,284.2,460.7,11.57,12.09,101.2,283.4,1.7,0,7.7
9/4/2016,11:00 AM,15.5,0,15.7,0.13,79.2,3,1.4,289.9,374.7,13.65,14.19,101.2,289.4,2.4,0,6.5
9/4/2016,12:00 PM,16.3,0.1,16.7,0.12,75.4,4.3,3.3,284.5,689.1,11.15,12.1,101.1,284,2.5,0,7.2
9/4/2016,1:00 PM,17.1,0.1,18.4,0.14,71,5.9,3.8,280,704.9,10.53,11.23,101.1,279.4,2.2,0,6.3
9/4/2016,2:00 PM,18,0.3,13.5,0.13,69,12,14,259.1,670.7,10.36,10.82,101.1,258.9,2.5,0,8.6
9/4/2016,3:00 PM,18,0.2,16,0.12,67.9,7.7,9.6,256,587.9,11.66,12.09,101,256,2.5,0,5.2
9/4/2016,4:00 PM,18,0.1,17.7,0.12,70.4,5.5,4.9,258.2,465.3,9.42,9.86,101,258.3,2.7,0,8.6
9/4/2016,5:00 PM,18.3,0,19.7,0.12,67.7,2.4,1.9,242.4,322.3,11.36,11.7,101,242.1,2.4,0,3.5
9/4/2016,6:00 PM,18,0,17.3,0.12,65.2,4.4,1,201.6,169.1,11.93,12.16,100.9,201.1,2.5,0,0.5
9/4/2016,7:00 PM,17.4,0,18.4,0.13,68.8,5.8,0.4,189.5,30.2,10.27,10.6,100.9,189.8,3,0,6.9
9/4/2016,8:00 PM,16.5,0,16.3,0.16,71.1,9.5,0.3,140.6,0,6.69,7.25,100.9,146.3,3.4,0,5.6
9/4/2016,9:00 PM,15.9,0,11.3,0.23,76.1,13.1,0.2,95,0,5.76,5.91,100.9,96.9,3.7,0,11.6
9/4/2016,10:00 PM,14.9,0,11.7,0.2,80.9,11.5,0.2,92.4,0,6.97,7.16,100.9,92.4,3.1,0,9.9
9/4/2016,11:00 PM,14.5,0,14.4,0.18,82,10.1,0.1,95.1,0,6.81,7.05,100.9,96.1,3.2,0,8.6
9/4/2016,24:00 AM,14.1,0,8.7,0.24,83.1,14.3,0.4,95.9,0,5.78,5.92,100.9,97.1,3.4,0,9.1
9/5/2016,1:00 AM,13.7,0,1.7,0.26,85.4,17.7,2.5,103.5,0,8,8.25,100.9,102.5,4.5,0,11.2
9/5/2016,2:00 AM,13.6,0,9.9,0.19,83.3,11.2,0.3,109.6,0,8.79,9.14,100.9,110.2,4.7,0,8.8
9/5/2016,3:00 AM,13.3,0,13.9,0.14,83.5,5.7,0.1,115,0,9.52,9.79,100.9,115,4.2,0,8.3
9/5/2016,4:00 AM,13,,,,85.2,,,112.6,0,9.67,9.94,100.9,112.8,3.9,0,9
9/5/2016,5:00 AM,13,0.1,9.2,0.13,85.4,9.2,0.3,105.5,0,9.62,9.91,100.9,104.6,4.1,0,9.3
9/5/2016,6:00 AM,12.6,0,7.6,0.14,89.3,10,0.4,97.6,0,10.64,11.02,100.9,98,3.7,0.4,11.4
9/5/2016,7:00 AM,12.5,0,8.2,0.15,90.5,8.5,1.1,97.2,18.3,9.55,9.88,101,97.6,3.4,0,10.7
9/5/2016,8:00 AM,12.9,0.1,8.8,0.15,88.8,8.1,2.8,94.6,94.3,10.71,11.12,101,94.6,3.8,0,10.2
9/5/2016,9:00 AM,13.2,0.1,11.5,0.14,85.6,6.2,2.4,113.4,126,14.6,15.39,101.1,114.7,3.9,0,8.5
9/5/2016,10:00 AM,13.5,0,15.6,0.12,81.4,2.8,0.8,125.5,153.9,17.96,18.68,101.1,126.5,3.7,0,4.6
9/5/2016,11:00 AM,13.9,0,16,0.13,80.2,3.2,1,126.1,197.8,17.25,17.76,101.1,126.9,3.9,0,7.7
9/5/2016,12:00 PM,14.2,0,16.4,0.14,78,3.1,1,119.1,196.7,14.99,15.58,101.1,120,3.6,0,5.8
9/5/2016,1:00 PM,14.3,0,16.2,0.15,77.6,3.5,0.9,122.2,136.3,14.3,14.77,101.1,123.3,3.5,0,6.4
9/5/2016,2:00 PM,14.6,0,16.4,0.14,75,4.9,2.1,120.7,163.4,11.72,12.15,101.1,121.6,3.3,0,5.4
9/5/2016,3:00 PM,15,0,18.5,0.13,74,4.2,1.6,125.5,165.3,12.72,13.41,101.1,126.1,3,0,6.4
9/5/2016,4:00 PM,15.1,0,19.9,0.13,74.2,2.9,0.7,128.9,136.1,12.54,13.04,101,129.4,2.9,0,7.1
9/5/2016,5:00 PM,15.1,0,19.1,0.13,73.7,2.7,0.3,118.1,59.5,11.32,11.78,101,118.5,2,0,6.1
9/5/2016,6:00 PM,14.9,0,14.9,0.16,75.9,6.1,0.8,125.2,44.1,10.49,10.93,101,125.3,2.2,0,7.7
9/5/2016,7:00 PM,14.6,0,15.1,0.15,77.9,5.7,1.1,141.9,8.8,9.6,9.89,101,141.1,2.1,0,8.1
9/5/2016,8:00 PM,14.4,0,15.8,0.16,77.5,5,0.2,127.9,0,7.45,7.69,101,129.1,2.3,0,6.4
9/5/2016,9:00 PM,14.1,0,11.1,0.2,81.4,9.6,0.2,110.1,0,5.73,6.29,101,108.1,2.7,0,10.6
9/5/2016,10:00 PM,13.9,0,8.8,0.21,83.9,10.9,0.4,132.7,0,3.97,4.21,101,136.2,2.5,0,10.4
9/5/2016,11:00 PM,13.7,0,9,0.17,86.3,10.7,0.1,89,0,3.12,3.45,100.9,87.3,2.8,0,9.2
9/5/2016,24:00 AM,13.4,0,7.1,0.16,89.5,10.9,0.2,107.8,0,4.27,4.51,100.9,109.6,2.9,0,9.5
9/6/2016,1:00 AM,13.4,0,11.6,0.14,87.5,6.6,0.1,81.4,0,2.77,2.88,100.8,79.4,2.6,0,6.4
9/6/2016,2:00 AM,13.5,0,7.6,0.15,88.3,10,0.3,51,0,1.54,2.59,100.8,36.1,3.5,0,8.7
9/6/2016,3:00 AM,13.3,0,5.1,0.18,92.2,9.8,0.2,78.3,0,3.93,4.27,100.8,74,4.6,0.6,12.3
9/6/2016,4:00 AM,13,0,6.4,0.16,93.9,9.2,0.2,52.6,0,4.67,5.36,100.8,50.6,4.3,0,8.6
9/6/2016,5:00 AM,13,0,5.4,0.16,93.1,9.5,0.4,63.3,0,5.61,5.91,100.8,62.7,3.9,0,7.2
9/6/2016,6:00 AM,13,0,4.6,0.18,92,12.5,1.4,94,0,5.65,6.3,100.8,95.4,4.3,0,8.2
9/6/2016,7:00 AM,13,0,2,0.22,92.9,15.9,6.6,107,12.1,5.15,5.39,100.8,106.9,4.8,0,10.4
9/6/2016,8:00 AM,13.3,0,5.1,0.21,89.8,15.3,6.6,92.5,56.9,6.75,6.95,100.9,92.7,4,0,7.9
9/6/2016,9:00 AM,13.8,0,7,0.2,87.3,14.5,8.9,98.1,139.2,6.05,6.6,100.9,99.5,6.1,0,9.7
9/6/2016,10:00 AM,14.4,0.1,8.3,0.18,83.8,14.9,9.6,132.2,179.1,3.3,5.18,101,135.2,6.9,0,9.6
9/6/2016,11:00 AM,14.8,0.1,11.6,0.15,82.5,11.6,11.2,241.4,228.5,7.5,8,101,243,5.9,0,11.8
9/6/2016,12:00 PM,15.4,0.1,16.6,0.14,79.8,6.9,4.9,267.6,486.2,7.19,7.98,101,266.7,4.8,0,7.4
9/6/2016,1:00 PM,16.3,0.2,16.3,0.15,75.8,9.5,8.8,276.3,726,9.61,10.6,101.1,275,4.8,0.2,10.1
9/6/2016,2:00 PM,16.7,0.1,18.6,0.14,73.7,8.6,7.3,263.5,677.9,11.67,12.23,101.2,264.1,4.6,0,7.1
9/6/2016,3:00 PM,16.7,0.1,21.1,0.14,74.3,7.6,7.9,259.2,577.5,12.95,13.39,101.2,259.3,4.7,0,9.4
9/6/2016,4:00 PM,17.3,0.1,22.5,0.15,71.4,7.6,5.6,263.5,454.6,10.35,10.87,101.2,263.9,4.3,0,5.3
9/6/2016,5:00 PM,17,0.1,23.4,0.14,73.3,8.4,4.6,263.5,319.2,10.64,11.03,101.2,263.1,5,0,7.9
9/6/2016,6:00 PM,16.4,0.1,23.4,0.15,74.1,12.5,5.8,263,116.2,9.88,10.1,101.2,263.1,4.6,0,3.7
9/6/2016,7:00 PM,16,0,25.9,0.15,74.1,8,3.2,215.4,11.3,5.36,5.67,101.1,218.4,4.4,0,4.1
9/6/2016,8:00 PM,15.7,0,17.6,0.15,77.2,12.9,0.8,199.1,0,5.66,5.97,101.2,200.3,5.3,0,12.6
9/6/2016,9:00 PM,15.2,0,5.9,0.22,84,23.4,0.9,102.4,0,4.38,4.75,101.2,104,6.4,0,12.7
9/6/2016,10:00 PM,14.7,0,2.8,0.23,85.5,26.6,2.1,106.3,0,5.1,5.28,101.2,105.8,6.4,0,11.3
9/6/2016,11:00 PM,14.8,0,4.8,0.21,84.1,23.1,0.8,78.5,0,4.36,4.7,101.3,79,5.9,0,10.3
9/6/2016,24:00 AM,14.7,0,2.4,0.23,84.3,25.7,3.3,106,0,5.4,5.56,101.3,106.2,6.5,0,11.6
9/7/2016,1:00 AM,14.3,0,7.3,0.18,87.8,18.1,0.6,108.1,0,6.87,7.02,101.3,108.1,6.6,0,13.2
9/7/2016,2:00 AM,14.4,0,11.1,0.15,87.2,12.4,0.1,99.9,0,5.13,5.39,101.3,101.2,6.2,0,8.5
9/7/2016,3:00 AM,14.6,0,7.7,0.18,85.2,17,0.3,86.8,0,3.9,4.07,101.3,88.4,7.1,0,8
9/7/2016,4:00 AM,14.4,,,,86.6,,,115.1,0,3.87,4.11,101.3,115.7,7.7,0,11.9
9/7/2016,5:00 AM,14.2,0.1,0.9,0.2,87.6,24.3,6.6,98.8,0,4.76,4.93,101.3,100.9,7.5,0,12.1
9/7/2016,6:00 AM,14.3,0.1,0.6,0.25,87.8,24.9,20,105.8,0,4.53,4.77,101.4,107,8.4,0,14.2
9/7/2016,7:00 AM,14.4,0.1,1.3,0.31,86.8,23.7,23.5,110.8,20.4,5.35,5.76,101.4,114.7,9.2,0,15.4
9/7/2016,8:00 AM,14.3,0.1,5.2,0.2,87.5,16.9,10,118.8,77.3,7.95,8.16,101.4,119.5,7.2,0,13.3
9/7/2016,9:00 AM,15,0.4,5.4,0.18,85.2,17.4,22.3,117.4,192.2,8.36,8.85,101.5,118.5,7.1,0,14.7
9/7/2016,10:00 AM,15.7,0.2,13.2,0.14,81.6,6.9,3.5,130,284.2,9.86,10.37,101.5,130.6,3.4,0,9.3
9/7/2016,11:00 AM,15.5,0,12.5,0.13,82.1,7.9,3.7,131.9,152.2,10.22,10.74,101.5,132.1,3.6,0,7
9/7/2016,12:00 PM,15.4,0,10.3,0.15,84.3,8,4.2,119.7,175.2,10.35,10.67,101.5,119.8,4.4,0,11.3
9/7/2016,1:00 PM,15.9,0,11.3,0.15,82.9,8,3.7,127.6,168.3,10.21,10.6,101.5,128.1,5,0,9.6
9/7/2016,2:00 PM,16,0,12.3,0.15,81.7,8.5,3.2,142.3,77.5,7.74,8.25,101.5,142.4,3.3,0.8,9.1
9/7/2016,3:00 PM,15.2,0,18.3,0.14,85.6,5.9,1.7,196.3,166.5,12.73,14.12,101.5,204.6,2.5,0.8,6.6
9/7/2016,4:00 PM,14.9,0,23.7,0.11,83.9,2.7,0.5,204.4,117.2,14.89,15.2,101.5,204.9,2.3,0.2,3.5
9/7/2016,5:00 PM,14.8,0,20.8,0.12,82.6,5.3,0.6,174.7,46.4,9.72,10.06,101.4,176.3,2.1,0,3.5
9/7/2016,6:00 PM,14.4,0,12.4,0.17,87.1,12.9,1.2,104.4,26.4,8.43,8.74,101.4,104.9,2.4,0,9.3
9/7/2016,7:00 PM,13.9,0,16.6,0.16,90.1,8.4,0.3,103.1,0,9.88,10.21,101.4,103.1,2.5,0,8.3
9/7/2016,8:00 PM,14,0,13.3,0.18,88.9,11.6,0.2,102.9,0,10.38,10.71,101.4,102.8,3.1,0,8.8
9/7/2016,9:00 PM,14,0,8.6,0.2,88.4,17.1,0.2,94.6,0,9.82,10.08,101.4,94.2,3.4,0,9.9
9/7/2016,10:00 PM,14,0,6.6,0.21,90.5,17.8,0.3,86.6,0,7.75,8.16,101.4,86.6,4.5,0,12.3
9/7/2016,11:00 PM,13.9,0,7.9,0.18,90.4,15.1,0.2,91,0,7.64,7.93,101.4,91.2,4.5,0,11.3
9/7/2016,24:00 AM,13.8,0,8.7,0.16,91.2,12.8,0.1,90.8,0,7.53,7.73,101.4,91,4.2,0,10.8
9/8/2016,1:00 AM,13.7,0,6.5,0.16,92,15.1,0.2,85.6,0,8.04,8.31,101.4,86.7,3.9,0,10.8
9/8/2016,2:00 AM,13.7,0,8.8,0.15,91.9,12.3,0.2,77.4,0,6.5,6.74,101.5,77.8,3.6,0,10.9
9/8/2016,3:00 AM,13.8,0,8.7,0.16,91.3,11.9,0.2,86.3,0,6.13,6.43,101.5,86.5,4,0,10.9
9/8/2016,4:00 AM,13.4,0,9,0.14,92.7,8.6,0.2,116.4,0,7.32,7.54,101.5,116.7,4.1,0,9.7
