Date,Time,TEMP_MEAN,SO2,O3,CO,HUMIDITY,NO2,NO,WDIR_SCLR,RAD_TOTAL,WSPD_VECT,WSPD_SCLR,ATM_PRESS_1HR,WDIR_VECT,PM25,PRECIP_TOTAL,PM10
5/25/2017,1:00 PM,15.6,0.5,32.9,0.17,66.2,6.9,4.9,281.8,843.5,14.34,14.96,100.8,281.1,7.1,0,11.6
5/25/2017,2:00 PM,16.7,0.4,34.8,0.18,62.3,6,3.1,283.8,805,15.29,15.77,100.7,283.6,6.7,0,16.7
5/25/2017,3:00 PM,16.7,0.2,28.9,0.15,61.7,8.2,7.8,296.2,727.5,17.71,18.31,100.7,295.6,8.5,0,16.1
5/25/2017,4:00 PM,17,0.3,26,0.17,63.9,6,5.7,300.8,605.3,19.8,20.32,100.6,300.6,8.1,0,16.5
5/25/2017,5:00 PM,17.6,0.3,22.2,0.17,64.4,9.2,6.7,285.9,459.7,17.13,17.94,100.6,286,7.2,0,15.3
5/25/2017,6:00 PM,17.5,1,25.2,0.35,67.1,12.8,5.4,272.7,304.1,16.06,16.32,100.5,272.9,6.3,0,17.4
5/25/2017,7:00 PM,17.4,0.5,20.4,0.19,67.7,13,4.5,279.1,156.8,14.62,15.03,100.4,279.6,6.2,0,10.5
5/25/2017,8:00 PM,17.2,0.3,21.5,0.18,68,10.9,1.5,286.9,36.5,11.15,11.56,100.4,287.9,5.9,0,7.5
5/25/2017,9:00 PM,16.4,0.3,22,0.16,69.4,9.4,3,223.6,0,7.02,8.74,100.5,223.4,5.8,0,7.2
5/25/2017,10:00 PM,15.5,0.2,20.1,0.16,69.5,11.4,0.5,159.7,0,7.84,8.74,100.5,161.6,6.1,0,5.8
5/25/2017,11:00 PM,14.2,0.1,16,0.17,76.9,14.1,0.3,95.3,0,8.4,8.65,100.6,95.8,8.4,0,12.4
5/25/2017,24:00 AM,13.9,0.1,15.6,0.17,79.1,13.7,0.3,95.4,0,6.88,7.09,100.6,95.7,8.9,0,12.3
5/26/2017,1:00 AM,14,0.2,11.8,0.18,75.7,15.7,0.3,84.7,0,4.85,4.96,100.6,84.8,9.1,0,11.6
5/26/2017,2:00 AM,13.6,0.2,4.1,0.21,77.1,21.7,1,91.8,0,3.96,4.12,100.7,92.3,8.5,0,12.7
5/26/2017,3:00 AM,13,0.1,1.3,0.22,80.9,25.3,1.8,120.3,0,5.3,5.73,100.7,122.1,8,0,15.2
5/26/2017,4:00 AM,12.2,0.1,0.5,0.26,84.4,24,7.8,23.8,0,2.24,2.78,100.7,22,7.8,0,13.2
5/26/2017,5:00 AM,11.8,0.2,1.1,0.35,85.2,25.6,32.5,348.2,11,4.4,4.64,100.7,348.3,7.9,0,16.1
5/26/2017,6:00 AM,12.9,0.4,4.6,0.34,82.5,24.2,24.9,291.1,109.1,3.07,4.47,100.8,307.8,7.3,0,19.8
5/26/2017,7:00 AM,14.3,0.7,10.7,0.21,79.3,20.1,20.4,268.1,248,6.83,7.77,100.9,267.9,6.1,0,20.4
5/26/2017,8:00 AM,16,1.2,19.1,0.2,68.1,12.2,8,239,403,5.66,6.14,100.9,237.9,,0,10
5/26/2017,9:00 AM,17.1,3,18,0.19,61.8,19.2,23.9,277.6,553.1,6.77,7.43,101,278,,0,12.8
5/26/2017,10:00 AM,17.9,3.1,17.9,0.19,61,19.6,40.9,268.4,682,9.02,9.58,101,268.6,7.8,0,18.4
5/26/2017,11:00 AM,17.7,1.8,18.9,0.17,64.2,21.2,30.1,263.7,779.8,10.71,11.26,101.1,264.6,6.7,0,18.7
5/26/2017,12:00 PM,18.7,3,26,0.16,65,12.7,20.2,265.3,839.2,8.4,9.3,101.1,267.1,7.7,0,21.7
5/26/2017,1:00 PM,20.2,4.3,27.7,0.16,59.7,15.4,30,249.7,845.3,10.46,11.17,101,250.5,6.7,0,19.7
5/26/2017,2:00 PM,20.4,2.2,28.6,0.16,62.6,15,26.2,253.3,807.7,12.67,13.32,101,253.6,8.4,0,35.1
5/26/2017,3:00 PM,19.4,1.3,21.7,0.17,66.7,21.8,37.6,270.1,732.1,13.05,13.4,101,270.3,8.8,0,18.5
5/26/2017,4:00 PM,20.4,0.8,24.8,0.16,54.4,19.9,36.7,262.2,612.5,10.84,11.22,101,262.1,8.2,0,8.7
5/26/2017,5:00 PM,20.4,0.7,20.7,0.14,56.9,18.3,27.6,261.5,465,10.19,10.49,101,261.6,8.3,0,20.2
5/26/2017,6:00 PM,19.9,1.7,24.6,0.25,60.8,18.4,13.8,264.3,301.1,9.03,9.27,100.9,264.1,8.2,0,16.6
5/26/2017,7:00 PM,20.5,1.4,18.3,0.25,56,25.4,11.2,266.4,155.4,6.47,6.78,100.9,264.1,7.7,0,7.4
5/26/2017,8:00 PM,19,2.2,4.5,0.27,60.9,43.5,27.3,265.2,34.4,6.98,7.16,100.9,265.6,8.9,0,10.9
5/26/2017,9:00 PM,17.4,0.7,16.6,0.22,71.1,22.7,1.1,1.6,0,1.46,3.53,100.9,327.6,11.1,0,15.7
5/26/2017,10:00 PM,17.5,0.3,8.2,0.3,67.5,27.6,2.3,77.3,0,2.91,3.61,100.9,90.8,13.9,0,19.7
5/26/2017,11:00 PM,16.9,0.3,1,0.32,72.7,32.6,6.9,99.5,0,5.12,5.27,101,101,14.3,0,24.7
5/26/2017,24:00 AM,16.5,0.2,2.3,0.3,74.3,31,4,67.5,0,3.27,5.3,101,81,11.7,0,24.7
5/27/2017,1:00 AM,14.6,0.2,0.6,0.33,81,27.8,14.9,43.9,0,1.67,2.66,101,36.5,10.3,0,20.6
5/27/2017,2:00 AM,14,0.2,0.4,0.33,85.3,28.2,15.9,120,0,0.62,2.07,101.1,,9.9,0,19.5
5/27/2017,3:00 AM,13.8,0.3,0.8,0.25,75.6,25.9,13.2,39,0,2.22,2.8,101.1,29.6,7.4,0,8.9
5/27/2017,4:00 AM,13.6,0.3,0.6,0.28,77,24.8,8.6,136.8,0,1.89,2.26,101.1,132,7.6,0,11
5/27/2017,5:00 AM,13.2,0.4,1.1,0.27,78.8,22.6,12.7,330.3,14.9,1.07,2.17,101.2,299,7.7,0,13.7
5/27/2017,6:00 AM,14.6,0.8,3.4,0.32,73,22.5,21.9,82.8,106.1,0.59,1.6,101.2,,8.8,0,20.5
5/27/2017,7:00 AM,17.4,1.6,13,0.26,62.2,19.9,11.5,101.9,249.1,1.88,2.31,101.3,91.1,8.4,0,16.9
5/27/2017,8:00 AM,18.6,1.1,22.2,0.22,56.4,13.2,5.5,214.8,391.8,2.99,4.05,101.4,212.2,6.9,0,11.5
5/27/2017,9:00 AM,17.9,1.6,11.3,0.2,64.8,23.3,31.2,260.8,544.8,10,10.33,101.4,261.3,7.5,0,20.5
5/27/2017,10:00 AM,18.7,1.1,18.6,0.17,61.9,15.6,12.2,266.4,677.7,9.76,10.05,101.5,266.8,6.9,0,15
5/27/2017,11:00 AM,20.3,1.9,28.5,0.17,53.4,10.7,7.4,264.3,777,10.09,10.51,101.5,264.6,6.7,0,11.2
5/27/2017,12:00 PM,21,1.6,31.4,0.16,53.3,11.5,7.9,260.6,833.6,10.81,11.28,101.5,261,7.1,0,19.9
5/27/2017,1:00 PM,21,1.1,31.6,0.15,53.3,12.1,7,272.4,838.8,11.45,11.84,101.5,272.2,5.8,0,12.7
5/27/2017,2:00 PM,22,2.5,33.4,0.15,49.5,16.1,8.5,274.9,805,10.27,10.68,101.5,275.1,5.9,0,10.8
5/27/2017,3:00 PM,22.9,3.5,34.8,0.14,49.8,15.4,7.9,276.7,729.2,10.91,11.25,101.5,276.9,5.4,0,16.7
5/27/2017,4:00 PM,22.8,2.5,39.3,0.14,49.7,9.2,3.8,274.2,608.9,11.46,11.71,101.4,274.5,5.8,0,11.6
5/27/2017,5:00 PM,22.5,1.4,33.9,0.14,47.2,11.8,6.1,269.4,464.8,11.21,11.39,101.4,269.5,6,0,5.5
5/27/2017,6:00 PM,22.6,1.1,24,0.14,45.6,21.1,12.6,268.9,309.5,9.01,9.17,101.3,269,5.8,0,5.4
5/27/2017,7:00 PM,23,1.4,31.4,0.21,44.5,15.8,3.4,300.7,159.3,5.04,5.79,101.2,297.3,6,0,5.9
5/27/2017,8:00 PM,22.3,1.8,19.3,0.29,45.8,29.7,6.8,297.2,40.1,4.95,5.77,101.2,296.1,8.1,0,11.3
5/27/2017,9:00 PM,19.8,1.4,15.1,0.24,56.5,28,1,252.3,0,2.3,2.66,101.2,252.1,7.4,0,13.9
5/27/2017,10:00 PM,19.5,0.7,11.6,0.27,57.1,28.6,0.7,352.3,0,1.93,3.38,101.2,49.3,9.7,0,19.3
5/27/2017,11:00 PM,20.4,0.5,29.2,0.24,47.8,15.7,0.2,54.3,0,7.9,8.1,101.2,54.6,8.9,0,9
5/27/2017,24:00 AM,19.9,0.8,33.8,0.23,49.5,9.9,0.2,63,0,8.07,8.35,101.2,62.4,8.7,0,22
5/28/2017,1:00 AM,19.1,2.1,29.3,0.23,52.8,12.1,0.2,76.5,0,6.18,6.43,101.2,76,8.7,0,17.1
5/28/2017,2:00 AM,17.1,0.7,10.4,0.34,65.4,27.6,0.6,157.6,0,4.38,5.6,101.2,153.9,18.7,0,23.1
5/28/2017,3:00 AM,15.3,0.4,1.5,0.31,80.7,32,2.5,251.1,0,0.85,4.12,101.2,,18.8,0,29.6
5/28/2017,4:00 AM,14.5,,,,79.9,,,4.6,0,2.4,3.25,101.2,357.5,14.7,0,18
5/28/2017,5:00 AM,14.6,0.5,2.4,0.31,80.4,29.3,5.1,23.8,13.2,2.62,3.02,101.3,17.4,14.7,0,20.7
5/28/2017,6:00 AM,16,1.4,5.1,0.34,72.2,31.2,21.5,267.6,109.4,0.95,1.74,101.3,260.4,16.1,0,27.7
5/28/2017,7:00 AM,18.5,1.2,21.5,0.21,53.3,16.1,5.8,344,247.4,1.54,3.26,101.4,344.9,5.9,0,6
5/28/2017,8:00 AM,20,1.1,26.7,0.24,51.1,14,4.7,157.9,403.3,3.93,4.62,101.4,154.9,7.1,0,12.9
5/28/2017,9:00 AM,20,1.9,28.9,0.29,55.7,16.2,6.5,267.1,552.3,9.61,10.09,101.5,267.9,8.8,0,19.1
5/28/2017,10:00 AM,21.2,1.3,34.8,0.19,49.8,11.7,4.5,265,685.4,8.55,8.99,101.5,265.3,8.3,0,11.8
5/28/2017,11:00 AM,21.8,1.2,32.4,0.17,47.7,15.2,7.5,265.6,785,8.27,8.72,101.5,265.2,6.5,0,10.1
5/28/2017,12:00 PM,22.9,1.4,33.2,0.17,46.1,17.2,13,259.2,843.2,9.83,10.18,101.5,259.5,6.5,0,12.8
5/28/2017,1:00 PM,22.1,1.2,35.3,0.18,54.3,17.6,8.4,273.4,849.5,12.26,12.53,101.5,273.4,7.7,0,21.4
5/28/2017,2:00 PM,23,1.5,32.7,0.18,50.9,24.9,13.3,269.9,813,9.06,9.45,101.4,269.8,7.5,0,12.6
5/28/2017,3:00 PM,25.7,1.8,39.7,0.2,41,27.9,14,275.6,741.6,4.77,5.44,101.4,274.9,7.6,0,8.2
5/28/2017,4:00 PM,26.5,1.4,46.4,0.18,41.7,21.6,9.8,270.4,619,10.89,11.26,101.3,267.2,7.7,0,20.1
5/28/2017,5:00 PM,24.2,1,49.5,0.19,50.7,15.1,3.1,271.3,466.2,12.96,13.14,101.3,271.5,8,0,16.3
5/28/2017,6:00 PM,24.1,1.2,56.2,0.25,44,10.6,1.3,269.1,310.2,10.64,10.87,101.2,268.5,7.2,0,3.2
5/28/2017,7:00 PM,23.8,1.1,57.3,0.24,41.3,12.9,0.9,301.3,154.9,8.08,8.68,101.1,301.8,8,0,6.7
5/28/2017,8:00 PM,23.3,1,47.5,0.24,42,20.3,0.5,334.3,39.6,4.81,5.93,101.1,323.6,9.1,0,11.2
5/28/2017,9:00 PM,22,0.7,35.1,0.24,43.9,20.3,0.2,13.1,0,2.76,3.05,101.1,15.9,10.4,0,19
5/28/2017,10:00 PM,22.2,0.5,29.1,0.3,44.4,24.3,0.3,74.1,0,4.43,5.09,101,79.7,11.6,0,19.2
5/28/2017,11:00 PM,20.1,0.5,15.7,0.42,56.7,35.8,0.3,118.8,0,2.56,3.4,101.1,125.5,15.7,0,29.4
5/28/2017,24:00 AM,18.3,0.3,16.2,0.36,72.5,28.7,0.4,92,0,3.98,4.34,101.1,97.9,21.5,0,40.4
5/29/2017,1:00 AM,17.3,0.2,14.1,0.31,78.9,27.4,0.4,76.8,0,4.22,4.42,101,77.8,27.1,0,33.7
5/29/2017,2:00 AM,17.1,0.2,21.9,0.25,76.1,18,0.3,146.3,0,3.14,4.86,101,150.1,22.7,0,23.5
5/29/2017,3:00 AM,15.4,0.2,15.7,0.21,83.8,17.6,0.3,174.4,0,5.37,6.89,101.1,184.9,16.9,0,21.9
5/29/2017,4:00 AM,14.6,0.1,10.5,0.23,85.1,21.3,1.1,29.9,0,4,4.48,101.1,26.2,14.9,0,15
5/29/2017,5:00 AM,14.5,0.2,9.9,0.24,83.5,20.6,1.6,87.2,13.3,4.5,5.47,101.1,92.5,14.9,0,18.2
5/29/2017,6:00 AM,14.6,0.7,17.1,0.19,83.3,13.8,2.8,126.4,109.4,10.04,10.29,101.2,128,12.4,0,16.6
5/29/2017,7:00 AM,15.3,4.9,15.7,0.3,81.2,14.4,6.6,137.9,247,8.87,9.13,101.2,138.5,13.3,0,18
5/29/2017,8:00 AM,15.8,3.3,19.4,0.23,75.7,12.5,7.3,155.1,400.7,8.56,8.98,101.2,153.1,12.3,0,14.1
5/29/2017,9:00 AM,17,2.2,28.8,0.24,67.9,7.9,3.3,140.1,551,12.14,12.58,101.2,140.9,9.3,0,14
5/29/2017,10:00 AM,18.3,0.3,34.3,,62.3,4.9,1.8,167.8,680.8,9.14,9.92,101.2,168,8.3,0,10.3
5/29/2017,11:00 AM,19.9,0.3,34.5,,59.2,5.8,2,196.1,776.5,7.33,8.14,101.2,195,11.5,0,20.1
5/29/2017,12:00 PM,21.1,0.5,35.4,,56,8.7,4.1,228.1,833.1,8.05,9.95,101.2,237.7,9.9,0,19.6
5/29/2017,1:00 PM,21.7,1.1,34.1,,55,14.4,14.9,258.5,842.1,12.32,12.89,101.1,259,8.8,0,12.4
5/29/2017,2:00 PM,21.8,1,44,,50.2,15,6,270.9,788.9,10.03,10.59,101,271.1,9.8,0,6
5/29/2017,3:00 PM,22.7,1,48.6,,46.9,15.1,4.1,269.5,719.4,7.95,8.51,100.9,270.1,9.3,0,10.5
5/29/2017,4:00 PM,23.3,0.9,45.9,,48.8,17,4.8,278.6,580.2,8.46,8.92,100.9,278.2,9.2,0,16.3
5/29/2017,5:00 PM,23.1,0.7,50.6,,52,11.1,2.5,274.1,457.6,10.1,10.4,100.8,274.1,8.9,0,17.8
5/29/2017,6:00 PM,22.7,1,40.8,,46.7,25,6,271.2,308.5,8.72,9.1,100.7,270.1,8.2,0,0
5/29/2017,7:00 PM,22.6,1.1,38.9,,46.1,28.3,4.7,271.1,151.9,6.33,6.66,100.6,270.9,8.3,0,9.6
5/29/2017,8:00 PM,20.9,0.3,35.9,,54,19.8,1.1,180.4,16.6,5.75,8.37,100.6,161.1,11.5,0,16.6
5/29/2017,9:00 PM,17,0.1,32.3,,72.6,10,0.3,112.3,0,11.67,11.94,100.6,112.6,12.7,0,21.5
5/29/2017,10:00 PM,15.8,0.1,32.3,,76.2,5.3,0.2,122.4,0,13.29,13.72,100.6,123.4,12.1,0,13.3
5/29/2017,11:00 PM,15.5,1.2,22.3,,79.4,12,0.3,117.3,0,10.03,10.28,100.7,118.4,11.5,0,16.3
5/29/2017,24:00 AM,15.5,1.2,21.3,,76.3,13,0.3,119,0,14.16,14.51,100.7,119.1,9.9,0,11.8
5/30/2017,1:00 AM,15.6,1.3,21.6,,71.6,14.6,0.4,116.6,0,13.54,14.03,100.7,117,8.2,0,9.2
5/30/2017,2:00 AM,15,1.3,24.9,,73.8,10.5,0.3,117.8,0,13.87,14.43,100.7,117.8,8.3,0,10.6
5/30/2017,3:00 AM,14.4,1.1,28.1,,76.5,6.7,0.2,120.3,0,14.35,14.75,100.8,120.9,7.8,0,10.6
5/30/2017,4:00 AM,13.5,0.8,26.9,,80.8,6.8,0.2,119,0,16.51,17.12,100.8,119.3,7.3,0,9.8
5/30/2017,5:00 AM,13.2,1,28.6,,82.6,4.2,0.2,119.8,5.3,15.71,16.77,100.8,120.4,6.5,0,10.6
5/30/2017,6:00 AM,12.8,0.9,26.9,,86.6,5,0.5,114.8,45.2,13.35,13.95,100.8,115.4,5.6,0,10.8
5/30/2017,7:00 AM,12.9,0.3,25.7,,85.9,6.5,1.4,116.5,49.4,17.26,18.33,100.7,118.2,5.8,0.2,28.2
5/30/2017,8:00 AM,12.9,,,,86.7,,,128.4,79.6,13.48,14.49,100.7,130.6,4.7,0,10.4
5/30/2017,9:00 AM,12.8,0.1,26.5,,85.1,5.4,1,135.8,110.9,15.2,16.67,100.8,137.5,1.9,0,4.9
5/30/2017,10:00 AM,12.4,0,25.6,,87.7,5.3,0.6,126.1,48.7,9.6,11.58,100.9,133,1,1.2,4.3
5/30/2017,11:00 AM,12.8,0.4,19.6,,88.4,11.8,3.9,105.1,168.5,13.36,16.59,100.8,112.3,1.3,0.6,8.4
5/30/2017,12:00 PM,13,0.2,22.2,0.15,86.6,8.7,3.2,117.2,128.5,11.25,13.13,100.9,119.9,1,0.8,4.7
5/30/2017,1:00 PM,13.2,0.4,24.4,0.15,84.4,6.3,1.5,129.1,98,13.85,14.37,100.9,129.7,0.9,0.2,4.6
5/30/2017,2:00 PM,12.3,0.1,23,0.15,90.9,8.1,1.5,111.6,92.5,10.68,11.73,100.9,114,1.2,2,5.9
5/30/2017,3:00 PM,12.2,0.2,17.1,0.15,92.1,14.6,4,114.7,60.8,14.09,15.03,100.9,116.3,1.1,1.6,5.1
5/30/2017,4:00 PM,12,0.1,20.8,0.15,93.1,8.2,1.7,126.8,62.9,15.13,16.93,100.9,128.8,1,1.6,4
5/30/2017,5:00 PM,12,0.1,24.9,0.14,90.5,4.7,0.7,142.5,63.6,14.8,15.66,100.9,145.4,0.9,0,2.4
5/30/2017,6:00 PM,12.4,0.2,20.8,0.17,89.8,7.9,1.5,105,105,11.46,12.12,100.9,106.9,1.3,0,5
5/30/2017,7:00 PM,12.4,0.1,20,0.15,89,8.6,1.1,102.9,72,11.35,11.83,100.8,103,1.4,0,3.1
5/30/2017,8:00 PM,12.5,0.7,13.7,0.18,88.2,15.9,1.3,91.9,19.5,10.2,10.72,100.8,92.5,3.3,0,4.6
5/30/2017,9:00 PM,12.7,0.7,13.9,0.2,88.9,13.8,0.3,86.6,0,9.08,9.46,100.8,86.5,4.7,0,8
5/30/2017,10:00 PM,12.6,0.3,13.9,0.21,89.4,12.1,0.2,94.2,0,10.5,10.88,100.8,94.4,5.2,0,7.8
5/30/2017,11:00 PM,12.6,0.3,11.7,0.18,89.8,13,0.2,94.5,0,9.34,9.68,100.8,94.6,4.5,0,6.4
5/30/2017,24:00 AM,12.7,0.4,11.2,0.17,88.9,13.5,0.3,110.9,0,10.08,10.51,100.7,111.5,4.8,0,5.9
5/31/2017,1:00 AM,12.3,0.5,13.4,0.17,89.9,8.9,0.2,134.2,0,12.3,12.66,100.7,134.2,5.4,0,5.7
5/31/2017,2:00 AM,12.1,0.3,15,0.14,91.5,6,0.2,121.5,0,10.31,10.74,100.7,122.5,5.6,0,6.8
5/31/2017,3:00 AM,11.9,0.4,19.9,0.12,88.6,4.8,0.2,113.2,0,10.8,11.13,100.7,113.4,1.1,0,0.6
5/31/2017,4:00 AM,11.9,,,,87.9,,,106,0,10.43,10.78,100.7,105.9,1.4,0,1.9
5/31/2017,5:00 AM,11.8,0.7,13.7,0.13,88.9,8.3,0.5,118.1,8.1,9.81,10.08,100.7,118.3,1.7,0,4.7
5/31/2017,6:00 AM,11.6,0.7,16,0.14,88.1,7.8,2,119.7,51.9,10.81,11.1,100.7,119.7,1.2,0,3.1
5/31/2017,7:00 AM,11.8,0.3,16.9,0.13,85.5,8.7,3.4,119.1,117.9,10.85,11.31,100.7,120,0.9,0,3.1
5/31/2017,8:00 AM,12.6,0.2,18.5,0.13,81.8,7.9,3.7,116.6,303.8,9.97,10.52,100.7,117.6,1.2,0,4.1
5/31/2017,9:00 AM,12.9,0.2,15.9,0.14,81,10.7,4.5,120,178.5,10.83,11.4,100.7,121.2,2.5,0,5.2
5/31/2017,10:00 AM,13.6,0.5,20.1,0.15,79.7,7.1,3.8,126.2,357,11.85,12.35,100.7,126.4,8,0,7.3
5/31/2017,11:00 AM,14.7,0.6,18.8,0.16,75.3,10.2,6.8,120.3,476.5,10.93,11.71,100.7,121.5,10.1,0,10.7
5/31/2017,12:00 PM,16,0.5,25.9,0.15,70.8,5.7,3,130.3,530.3,9.82,10.72,100.7,132.3,8.1,0,11.5
5/31/2017,1:00 PM,16.8,0.5,31.9,0.15,66.2,3.9,1.6,142.2,568.3,12.72,13.47,100.7,142.5,4.1,0,5.6
5/31/2017,2:00 PM,17.1,0.5,31.9,0.17,65.5,6.5,4.4,139.2,379.5,10.85,11.57,100.7,139.9,4.4,0,6.7
5/31/2017,3:00 PM,17,0.8,34,0.16,66.4,4.9,1.1,164,242.6,11.62,12.04,100.6,164.2,4.6,0,6
5/31/2017,4:00 PM,16.4,0.2,33.7,0.14,71.9,5.2,1.3,192.5,183.2,12.21,12.52,100.5,192.1,6.4,0,10
5/31/2017,5:00 PM,14.7,0.2,31.1,0.14,81,6.5,1.7,228.6,97.7,9.77,10.23,100.5,229.5,3.1,0.2,8.1
5/31/2017,6:00 PM,14.4,0.2,25.6,0.16,86.3,12.3,1.4,6.6,56.3,5.86,6.48,100.5,3.3,3.8,0.8,6.7
5/31/2017,7:00 PM,14.7,0.2,18.3,0.23,88.6,17.3,1.8,87.5,39.8,1.49,3.94,100.4,69.5,6.1,0,10.6
5/31/2017,8:00 PM,15.4,0.2,9.4,0.26,86.9,25,2.1,125.6,13.2,0.81,2.24,100.4,,7.2,0,12
5/31/2017,9:00 PM,14.4,0.6,7.6,0.23,91,37.4,17.9,275.3,0,7.21,7.42,100.4,276.5,6.2,0.2,10.2
5/31/2017,10:00 PM,14.1,0.3,17,0.24,90.2,23.7,2.4,300.1,0,3.03,3.9,100.4,287.5,7.1,0.2,7.5
5/31/2017,11:00 PM,14,0.2,11.5,0.22,93,21.8,0.9,264.6,0,0.72,2.54,100.4,,10,0.2,11.6
5/31/2017,24:00 AM,14,0.3,8.7,0.22,92.9,26.6,7.7,238.6,0,3.42,4.76,100.5,245.2,13.8,0,13
6/1/2017,1:00 AM,13.7,0.1,16.2,0.19,93.5,13.9,0.6,181.8,0,3.85,4.19,100.4,189.6,9.4,0.4,7.3
6/1/2017,2:00 AM,13.6,0.1,16.7,0.16,94.6,10.7,0.3,136,0,4.62,5.86,100.4,138.2,8,0,6.7
6/1/2017,3:00 AM,13.6,0.1,5.6,0.17,94.7,22.2,1,117.4,0,6.82,7.09,100.4,118.6,12,0,9.1
6/1/2017,4:00 AM,13,0,12.1,0.15,95.7,12.2,0.4,106.6,0,7.15,7.44,100.5,108.1,8.5,0,6.6
6/1/2017,5:00 AM,12.8,0,14.6,0.14,96.1,8.7,0.5,91.6,10.8,7.91,8.33,100.5,93,6.9,0,6.7
6/1/2017,6:00 AM,13,0,15.5,0.14,94.9,9,1.2,91.6,53.7,8.21,8.51,100.5,91.5,3.1,0,2.3
6/1/2017,7:00 AM,13.5,0.1,14.6,0.16,92.2,10.6,4.5,110,82.7,7.86,8.16,100.5,109.9,2.1,0,0.7
6/1/2017,8:00 AM,14,0.1,14.2,0.17,91.5,8.4,2.2,114.8,95.2,6.82,7.13,100.6,115.9,1.1,0,3.7
6/1/2017,9:00 AM,14.5,0.1,14.4,0.18,89.2,9.4,4.2,95.6,203.4,4.15,4.94,100.6,94,0.8,0,5.4
6/1/2017,10:00 AM,14.9,0.1,17.2,0.17,84.3,7.9,3,245.1,133.7,6.86,7.45,100.6,250.7,0.5,0,4.8
6/1/2017,11:00 AM,14.5,0.3,20.1,0.13,80.6,8.1,4.2,260,196.8,7.07,7.48,100.7,262,0.1,0,2.9
6/1/2017,12:00 PM,15.7,0.2,24.5,0.11,75.2,4.6,2.7,212.2,422.8,3.79,6.21,100.7,223.5,0,0,4
6/1/2017,1:00 PM,17.1,0.1,25.1,0.11,69.8,3.8,3,160.4,578.8,8.03,9.13,100.8,163.7,0.1,0,3.9
6/1/2017,2:00 PM,16.8,0.1,22.5,0.11,72.8,4.5,3.4,168,260.8,12.35,13.05,100.8,168.8,0.5,0,5.7
6/1/2017,3:00 PM,16.7,0,25.8,0.12,71.2,3,1.3,174.1,341,11.36,11.77,100.8,174.8,0.3,0,2.6
6/1/2017,4:00 PM,17.3,0.4,28,0.11,61.8,1.9,0.8,203.9,261.4,7.55,8.58,100.8,203.5,0.1,0,
6/1/2017,5:00 PM,17.3,0.4,27.6,0.1,58.5,3.1,1.9,214.9,219.7,12.12,12.66,100.8,215.5,0.1,0,0
6/1/2017,6:00 PM,17.1,0.3,28.3,0.11,57.8,1.6,0.6,210.9,200.1,12.92,13.28,100.8,210.4,0,0,0.2
6/1/2017,7:00 PM,16.6,0.6,26.9,0.09,59.2,2.2,0.8,213.7,90.4,13.96,14.37,100.8,213.6,0,0,2.3
6/1/2017,8:00 PM,15.2,1.2,26.7,0.1,66.9,2.3,0.3,210.6,5.5,13.35,13.67,100.9,211.6,0.1,0,5.3
6/1/2017,9:00 PM,14.5,0.5,23.4,0.12,71,4.7,0.8,187.1,0,5.33,5.86,100.8,192.4,0.3,0,4.9
6/1/2017,10:00 PM,14.8,0.3,19.1,0.12,67.8,10.2,3.1,239.7,0,3.77,4.25,100.9,242.8,0.5,0,7.1
6/1/2017,11:00 PM,14.4,0.3,18.6,0.13,72,10.2,1.5,347.1,0,2.52,5.23,100.9,351.3,0.3,0,6.8
6/1/2017,24:00 AM,14,0.2,18.5,0.14,75.7,9.2,0.4,53.9,0,5.67,5.89,100.9,54.1,0.3,0.2,5.1
6/2/2017,1:00 AM,13.4,0.1,12,0.14,85.2,9.2,0.4,58.4,0,5.35,5.59,100.9,59.7,0.4,0,8.8
6/2/2017,2:00 AM,13.2,0.2,13.3,0.13,86.7,8.8,0.3,90.5,0,6.83,7.14,100.9,91.3,0.6,0,5.4
6/2/2017,3:00 AM,12.8,0.1,15.7,0.14,89.1,9,0.3,77.4,0,5.97,6.32,101,77.5,1.1,0,6.9
6/2/2017,4:00 AM,12.7,0.2,16.8,0.13,90,7.8,0.3,89.4,0,7.34,7.68,101,90.9,1,0.2,6.1
6/2/2017,5:00 AM,12.5,0.1,13.9,0.13,89.7,8.7,0.6,105.4,13.6,10.11,10.47,101,105,1.1,0,4.6
6/2/2017,6:00 AM,12.5,0,16.9,0.12,88.8,6.6,1.1,109.4,53.3,10.47,10.93,101.1,110.1,1,0,5.6
6/2/2017,7:00 AM,13.2,0.1,18.1,0.13,83.8,7.5,3.7,125.9,120.4,9.41,10.31,101.1,126.9,1.1,0,5.6
6/2/2017,8:00 AM,13.2,0,21.9,0.12,82.9,4,1.4,157.1,184.6,11.37,11.99,101.2,158.2,1,0,5.6
6/2/2017,9:00 AM,13.7,0,21.8,0.11,81.7,5,3.8,159,235.6,11.95,12.93,101.3,162.4,1,0,6
6/2/2017,10:00 AM,14.2,0,23,,82.2,4,2.8,161.3,388.3,8.87,9.58,101.3,164.5,0.9,0.2,6.7
6/2/2017,11:00 AM,15.4,0.1,24.1,,72.7,3.9,3,161.5,238.6,7.22,8.01,101.4,162.8,0.7,0,2.4
6/2/2017,12:00 PM,16.5,0.2,23,0.13,68.3,7.1,3.9,320.1,302.2,0.9,5.95,101.5,323.7,1.1,0,3.7
